@relation recipes
@attribute "ausbauf" numeric
@attribute "kostenlo" numeric
@attribute "magazin" numeric
@attribute "rezepte" numeric
@attribute "sammlung" numeric
@attribute "foren" numeric
@attribute "gruppen" numeric
@attribute "user" numeric
@attribute "chefkoch" numeric
@attribute "de" numeric
@attribute "aktuell" numeric
@attribute "artikel" numeric
@attribute "print" numeric
@attribute "abo" numeric
@attribute "partnerm" numeric
@attribute "aeg" numeric
@attribute "perfekt" numeric
@attribute "form" numeric
@attribute "funktion" numeric
@attribute "philadel" numeric
@attribute italian {1,0}
@data
{ 0 5.284540385060373e-7,1 0.0000015853621155181118,2 0.0000021138161540241493,3 0.000011625988847132822,4 0.0000010569080770120746,5 0.0000015853621155181118,6 0.0000015853621155181118,7 0.0000015853621155181118,8 0.000009512172693108672,9 0.000006869902500578484,10 0.0000031707242310362237,11 5.284540385060373e-7,12 0.0000010569080770120746,13 0.0000010569080770120746,14 5.284540385060373e-7,15 5.284540385060373e-7,16 0.0000021138161540241493,17 5.284540385060373e-7,18 0.0000010569080770120746,19 0.0000010569080770120746,20 1}
{ 0 0.0000010530601107122732,1 0.0000031591803321368204,2 0.000004212240442849093,3 0.000023167322435670012,4 0.0000021061202214245465,5 0.0000031591803321368204,6 0.0000031591803321368204,7 0.0000031591803321368204,8 0.000018955081992820923,9 0.000012636721328547281,10 0.000006318360664273641,11 0.0000010530601107122732,12 0.0000021061202214245465,13 0.0000021061202214245465,14 0.0000010530601107122732,15 0.0000010530601107122732,16 0.000004212240442849093,17 0.0000010530601107122732,18 0.0000010530601107122732,19 0.0000021061202214245465,20 1}
{ 0 4.995518314490002e-7,1 0.0000014986554943470005,2 0.000001998207325796001,3 0.000011489692123327004,4 9.991036628980004e-7,5 0.0000014986554943470005,6 0.0000014986554943470005,7 0.0000014986554943470005,8 0.000009491484797531002,9 0.000005994621977388002,10 0.000002997310988694001,11 4.995518314490002e-7,12 9.991036628980004e-7,13 9.991036628980004e-7,14 4.995518314490002e-7,15 4.995518314490002e-7,16 0.000003996414651592002,17 4.995518314490002e-7,18 9.991036628980004e-7,19 9.991036628980004e-7,20 0}
{ 0 9.452304261731082e-7,1 0.0000028356912785193245,2 0.000003780921704692433,3 0.000022685530228154596,4 0.0000018904608523462165,5 0.0000028356912785193245,6 0.0000028356912785193245,7 0.0000028356912785193245,8 0.000017014147671115946,9 0.000012287995540250405,10 0.000005671382557038649,11 9.452304261731082e-7,12 0.0000018904608523462165,13 0.0000018904608523462165,14 9.452304261731082e-7,15 9.452304261731082e-7,16 0.000003780921704692433,17 9.452304261731082e-7,18 9.452304261731082e-7,19 0.0000018904608523462165,20 1}
{ 0 5.134446930336765e-7,1 0.0000015403340791010294,2 0.000002053778772134706,3 0.000012322672632808235,4 0.000001026889386067353,5 0.0000015403340791010294,6 0.0000015403340791010294,7 0.0000015403340791010294,8 0.000009242004474606177,9 0.0000061613363164041175,10 0.0000030806681582020588,11 5.134446930336765e-7,12 0.000001026889386067353,13 0.000001026889386067353,14 5.134446930336765e-7,15 5.134446930336765e-7,16 0.000002053778772134706,17 0.000004107557544269412,18 0.000001026889386067353,19 0.000001026889386067353,20 0}
{ 0 0.0000012449376344718986,1 0.0000037348129034156955,2 0.000004979750537887595,3 0.000028633565592853665,4 0.0000024898752689437973,5 0.0000037348129034156955,6 0.0000037348129034156955,7 0.0000037348129034156955,8 0.000022408877420494174,9 0.000014939251613662782,10 0.000007469625806831391,11 0.0000012449376344718986,12 0.0000024898752689437973,13 0.0000024898752689437973,14 0.0000012449376344718986,15 0.0000024898752689437973,16 0.0000037348129034156955,17 0.0000037348129034156955,18 0.0000012449376344718986,19 0.0000024898752689437973,20 0}
{ 0 6.202441252515463e-7,1 0.0000018607323757546389,2 0.0000024809765010061853,3 0.00001550610313128866,4 0.0000012404882505030926,5 0.0000018607323757546389,6 0.0000018607323757546389,7 0.0000018607323757546389,8 0.000011164394254527834,9 0.0000080631736282701,10 0.0000037214647515092777,11 6.202441252515463e-7,12 0.0000012404882505030926,13 0.0000012404882505030926,14 6.202441252515463e-7,15 6.202441252515463e-7,16 0.0000031012206262577315,17 0.0000012404882505030926,18 0.0000012404882505030926,19 0.0000012404882505030926,20 0}
{ 0 7.328729148875957e-7,1 0.000002198618744662787,2 0.0000029314916595503827,3 0.00001832182287218989,4 0.0000014657458297751913,5 0.000002198618744662787,6 0.000002198618744662787,7 0.000002198618744662787,8 0.000013191712467976722,9 0.000008794474978651148,10 0.000004397237489325574,11 7.328729148875957e-7,12 0.0000014657458297751913,13 0.0000014657458297751913,14 7.328729148875957e-7,15 7.328729148875957e-7,16 0.0000029314916595503827,17 7.328729148875957e-7,18 7.328729148875957e-7,19 0.0000014657458297751913,20 1}
{ 0 6.292396890695528e-7,1 0.0000018877190672086583,2 0.000002516958756278211,3 0.00001636023191580837,4 0.0000012584793781391055,5 0.0000018877190672086583,6 0.0000018877190672086583,7 0.0000018877190672086583,8 0.000011955554092321503,9 0.000007550876268834633,10 0.0000037754381344173166,11 6.292396890695528e-7,12 0.0000012584793781391055,13 0.0000012584793781391055,14 6.292396890695528e-7,15 6.292396890695528e-7,16 0.0000037754381344173166,17 6.292396890695528e-7,18 0.0000012584793781391055,19 0.0000012584793781391055,20 0}
{ 0 4.844899671842062e-7,1 0.0000014534699015526186,2 0.0000019379598687368247,3 0.000011627759212420949,4 9.689799343684123e-7,5 0.0000014534699015526186,6 0.0000014534699015526186,7 0.0000014534699015526186,8 0.000008720819409315712,9 0.000005813879606210474,10 0.000002906939803105237,11 4.844899671842062e-7,12 9.689799343684123e-7,13 9.689799343684123e-7,14 4.844899671842062e-7,15 4.844899671842062e-7,16 0.000002906939803105237,17 4.844899671842062e-7,18 4.844899671842062e-7,19 9.689799343684123e-7,20 1}
{ 0 6.538971599298518e-7,1 0.0000019616914797895553,2 0.000002615588639719407,3 0.000015039634678386589,4 0.0000013077943198597035,5 0.0000019616914797895553,6 0.0000019616914797895553,7 0.0000019616914797895553,8 0.000012424046038667184,9 0.000008500663079088073,10 0.000003923382959579111,11 6.538971599298518e-7,12 0.0000013077943198597035,13 0.0000013077943198597035,14 6.538971599298518e-7,15 6.538971599298518e-7,16 0.0000045772801195089615,17 6.538971599298518e-7,18 6.538971599298518e-7,19 0.0000013077943198597035,20 0}
{ 0 8.625462537046851e-7,1 0.0000025876387611140554,2 0.0000034501850148187404,3 0.00001983856383520776,4 0.0000017250925074093702,5 0.0000025876387611140554,6 0.0000025876387611140554,7 0.0000025876387611140554,8 0.00001552583256668433,9 0.000010350555044456222,10 0.000005175277522228111,11 8.625462537046851e-7,12 0.0000017250925074093702,13 0.0000017250925074093702,14 8.625462537046851e-7,15 8.625462537046851e-7,16 0.0000025876387611140554,17 8.625462537046851e-7,18 8.625462537046851e-7,19 0.0000017250925074093702,20 0}
{ 0 7.112471567433715e-7,1 0.0000021337414702301146,2 0.000002844988626973486,3 0.000015647437448354176,4 0.000001422494313486743,5 0.0000021337414702301146,6 0.0000021337414702301146,7 0.0000021337414702301146,8 0.000012802448821380688,9 0.00000924621303766383,10 0.000004267482940460229,11 7.112471567433715e-7,12 0.000001422494313486743,13 0.000001422494313486743,14 7.112471567433715e-7,15 7.112471567433715e-7,16 0.0000035562357837168578,17 7.112471567433715e-7,18 0.000001422494313486743,19 0.000001422494313486743,20 0}
{ 0 7.243084567837339e-7,1 0.0000021729253703512018,2 0.0000028972338271349357,3 0.00001665909450602588,4 0.0000014486169135674679,5 0.0000021729253703512018,6 0.0000021729253703512018,7 0.0000021729253703512018,8 0.000014486169135674679,9 0.000008691701481404807,10 0.0000043458507407024036,11 7.243084567837339e-7,12 0.0000014486169135674679,13 0.0000014486169135674679,14 7.243084567837339e-7,15 7.243084567837339e-7,16 0.0000021729253703512018,17 7.243084567837339e-7,18 7.243084567837339e-7,19 0.0000014486169135674679,20 0}
{ 0 3.9245659485613446e-7,1 0.0000011773697845684032,2 0.0000015698263794245379,3 0.000010203871466259496,4 7.849131897122689e-7,5 0.0000011773697845684032,6 0.0000011773697845684032,7 0.0000011773697845684032,8 0.00000706421870741042,9 0.000004709479138273613,10 0.0000023547395691368064,11 3.9245659485613446e-7,12 7.849131897122689e-7,13 7.849131897122689e-7,14 3.9245659485613446e-7,15 3.9245659485613446e-7,16 0.0000019622829742806725,17 3.9245659485613446e-7,18 7.849131897122689e-7,19 7.849131897122689e-7,20 0}
{ 0 9.280444184245062e-7,1 0.0000027841332552735186,2 0.0000037121776736980246,3 0.00002227306604218815,4 0.0000018560888368490123,5 0.0000027841332552735186,6 0.0000027841332552735186,7 0.0000027841332552735186,8 0.00001670479953164111,9 0.000011136533021094074,10 0.000005568266510547037,11 9.280444184245062e-7,12 0.0000018560888368490123,13 0.0000018560888368490123,14 9.280444184245062e-7,15 9.280444184245062e-7,16 0.0000037121776736980246,17 9.280444184245062e-7,18 9.280444184245062e-7,19 0.0000018560888368490123,20 0}
{ 0 0.0000010686225754026027,1 0.0000032058677262078074,2 0.000004274490301610411,3 0.000023509696658857258,4 0.0000021372451508052053,5 0.0000032058677262078074,6 0.0000032058677262078074,7 0.0000032058677262078074,8 0.000019235206357246847,9 0.00001282347090483123,10 0.000006411735452415615,11 0.0000010686225754026027,12 0.0000021372451508052053,13 0.0000021372451508052053,14 0.0000010686225754026027,15 0.0000010686225754026027,16 0.000005343112877013013,17 0.000005343112877013013,18 0.0000010686225754026027,19 0.0000021372451508052053,20 0}
{ 0 5.839310438942889e-7,1 0.0000017517931316828666,2 0.0000023357241755771556,3 0.000013430414009568644,4 0.0000011678620877885778,5 0.0000017517931316828666,6 0.0000017517931316828666,7 0.0000017517931316828666,8 0.000011678620877885778,9 0.000007007172526731466,10 0.000003503586263365733,11 5.839310438942889e-7,12 0.0000011678620877885778,13 0.0000011678620877885778,14 5.839310438942889e-7,15 5.839310438942889e-7,16 0.0000023357241755771556,17 5.839310438942889e-7,18 5.839310438942889e-7,19 0.0000011678620877885778,20 1}
{ 0 3.553323223697434e-7,1 0.0000010659969671092301,2 0.0000014213292894789735,3 0.000008172643414504097,4 7.106646447394868e-7,5 0.0000010659969671092301,6 0.0000010659969671092301,7 0.0000010659969671092301,8 0.000006751314125025124,9 0.000004619320190806663,10 0.0000021319939342184603,11 3.553323223697434e-7,12 7.106646447394868e-7,13 7.106646447394868e-7,14 3.553323223697434e-7,15 3.553323223697434e-7,16 0.0000014213292894789735,17 7.106646447394868e-7,18 3.553323223697434e-7,19 7.106646447394868e-7,20 1}
{ 0 0.0000011327957326722106,1 0.0000033983871980166314,2 0.000004531182930688842,3 0.00002718709758413305,4 0.000002265591465344421,5 0.0000033983871980166314,6 0.0000033983871980166314,7 0.0000033983871980166314,8 0.00002039032318809979,9 0.000013593548792066525,10 0.000006796774396033263,11 0.0000011327957326722106,12 0.000002265591465344421,13 0.000002265591465344421,14 0.0000011327957326722106,15 0.0000011327957326722106,16 0.0000056639786633610526,17 0.0000011327957326722106,18 0.0000011327957326722106,19 0.000002265591465344421,20 1}
{ 0 0.0000013068095349802911,1 0.000003920428604940873,2 0.0000052272381399211645,3 0.000028749809769566406,4 0.0000026136190699605823,5 0.000003920428604940873,6 0.000003920428604940873,7 0.000003920428604940873,8 0.00002352257162964524,9 0.000015681714419763492,10 0.000007840857209881746,11 0.0000013068095349802911,12 0.0000026136190699605823,13 0.0000026136190699605823,14 0.0000013068095349802911,15 0.0000013068095349802911,16 0.0000052272381399211645,17 0.0000013068095349802911,18 0.0000013068095349802911,19 0.0000026136190699605823,20 0}
{ 0 5.192827834990504e-7,1 0.0000015578483504971514,2 0.0000020771311339962015,3 0.000012982069587476261,4 0.0000010385655669981008,5 0.0000015578483504971514,6 0.0000015578483504971514,7 0.0000015578483504971514,8 0.000009347090102982908,9 0.0000062313934019886055,10 0.0000031156967009943027,11 5.192827834990504e-7,12 0.0000010385655669981008,13 0.0000010385655669981008,14 5.192827834990504e-7,15 5.192827834990504e-7,16 0.000004673545051491454,17 0.000005712110618489555,18 5.192827834990504e-7,19 0.0000010385655669981008,20 0}
{ 0 8.800421209197903e-7,1 0.000002640126362759371,2 0.000003520168483679161,3 0.000019360926660235386,4 0.0000017600842418395805,5 0.000002640126362759371,6 0.000002640126362759371,7 0.000002640126362759371,8 0.000015840758176556226,9 0.000010560505451037484,10 0.000005280252725518742,11 8.800421209197903e-7,12 0.0000017600842418395805,13 0.0000017600842418395805,14 8.800421209197903e-7,15 8.800421209197903e-7,16 0.000002640126362759371,17 8.800421209197903e-7,18 8.800421209197903e-7,19 0.0000017600842418395805,20 0}
{ 0 5.76942507464703e-7,1 0.0000017308275223941089,2 0.000002307770029858812,3 0.000012692735164223466,4 0.000001153885014929406,5 0.0000017308275223941089,6 0.0000017308275223941089,7 0.0000017308275223941089,8 0.000010384965134364654,9 0.0000069233100895764355,10 0.0000034616550447882177,11 5.76942507464703e-7,12 0.000001153885014929406,13 0.000001153885014929406,14 5.76942507464703e-7,15 5.76942507464703e-7,16 0.000002884712537323515,17 5.76942507464703e-7,18 5.76942507464703e-7,19 0.000001153885014929406,20 1}
{ 0 7.46106217735953e-7,1 0.000002238318653207859,2 0.000002984424870943812,3 0.000016414336790190963,4 0.000001492212435471906,5 0.000002238318653207859,6 0.000002238318653207859,7 0.000002238318653207859,8 0.000013429911919247153,9 0.000008953274612831436,10 0.000004476637306415718,11 7.46106217735953e-7,12 0.000001492212435471906,13 0.000001492212435471906,14 7.46106217735953e-7,15 7.46106217735953e-7,16 0.000002984424870943812,17 7.46106217735953e-7,18 7.46106217735953e-7,19 0.000001492212435471906,20 1}
{ 0 6.370936352620508e-7,1 0.0000019112809057861528,2 0.0000025483745410482033,3 0.00001465315361102717,4 0.0000012741872705241016,5 0.0000019112809057861528,6 0.0000019112809057861528,7 0.0000019112809057861528,8 0.000011467685434716915,9 0.000007645123623144611,10 0.0000038225618115723055,11 6.370936352620508e-7,12 0.0000012741872705241016,13 0.0000012741872705241016,14 6.370936352620508e-7,15 6.370936352620508e-7,16 0.000003185468176310254,17 0.0000012741872705241016,18 0.0000012741872705241016,19 0.0000012741872705241016,20 1}
{ 0 0.0000010556223007626682,1 0.0000031668669022880045,2 0.000004222489203050673,3 0.00002427931291754137,4 0.0000021112446015253363,5 0.0000031668669022880045,6 0.0000031668669022880045,7 0.0000031668669022880045,8 0.00001900120141372803,9 0.000012667467609152018,10 0.000006333733804576009,11 0.0000010556223007626682,12 0.0000021112446015253363,13 0.0000021112446015253363,14 0.0000010556223007626682,15 0.0000010556223007626682,16 0.000004222489203050673,17 0.0000010556223007626682,18 0.0000010556223007626682,19 0.0000021112446015253363,20 1}
{ 0 7.658618986998353e-7,1 0.0000022975856960995056,2 0.000003063447594799341,3 0.000016848961771396372,4 0.0000015317237973996705,5 0.0000022975856960995056,6 0.0000022975856960995056,7 0.0000022975856960995056,8 0.000013785514176597032,9 0.000009190342784398023,10 0.000004595171392199011,11 7.658618986998353e-7,12 0.0000015317237973996705,13 0.0000015317237973996705,14 7.658618986998353e-7,15 7.658618986998353e-7,16 0.0000022975856960995056,17 7.658618986998353e-7,18 7.658618986998353e-7,19 0.0000015317237973996705,20 0}
{ 0 5.271698245607006e-7,1 0.0000015815094736821018,2 0.0000021086792982428023,3 0.000011597736140335415,4 0.0000010543396491214012,5 0.0000015815094736821018,6 0.0000015815094736821018,7 0.0000015815094736821018,8 0.000009489056842092612,9 0.000006326037894728407,10 0.0000031630189473642037,11 5.271698245607006e-7,12 0.0000010543396491214012,13 0.0000010543396491214012,14 5.271698245607006e-7,15 5.271698245607006e-7,16 0.000004217358596485605,17 5.271698245607006e-7,18 0.0000010543396491214012,19 0.0000010543396491214012,20 1}
{ 0 5.416488958969496e-7,1 0.000001624946687690849,2 0.000002708244479484748,3 0.000011916275709732892,4 0.0000010832977917938992,5 0.000001624946687690849,6 0.000001624946687690849,7 0.000001624946687690849,8 0.000011374626813835943,9 0.000006499786750763396,10 0.000003249893375381698,11 5.416488958969496e-7,12 0.0000010832977917938992,13 0.0000010832977917938992,14 5.416488958969496e-7,15 5.416488958969496e-7,16 0.0000037915422712786473,17 5.416488958969496e-7,18 5.416488958969496e-7,19 0.0000010832977917938992,20 1}
{ 0 0.0000013708081062036545,1 0.000004112424318610963,2 0.000005483232424814618,3 0.000032899394548887706,4 0.000002741616212407309,5 0.000004112424318610963,6 0.000004112424318610963,7 0.000004112424318610963,8 0.000024674545911665778,9 0.000016449697274443853,10 0.000008224848637221927,11 0.0000013708081062036545,12 0.000002741616212407309,13 0.000002741616212407309,14 0.0000013708081062036545,15 0.0000013708081062036545,16 0.000004112424318610963,17 0.0000013708081062036545,18 0.0000013708081062036545,19 0.000002741616212407309,20 0}
{ 0 4.786108831918993e-7,1 0.0000014358326495756976,2 0.000001914443532767597,3 0.000010529439430221782,4 9.572217663837986e-7,5 0.0000014358326495756976,6 0.0000014358326495756976,7 0.0000014358326495756976,8 0.000008614995897454185,9 0.0000057433305983027905,10 0.0000028716652991513953,11 4.786108831918993e-7,12 9.572217663837986e-7,13 9.572217663837986e-7,14 4.786108831918993e-7,15 4.786108831918993e-7,16 0.0000014358326495756976,17 4.786108831918993e-7,18 4.786108831918993e-7,19 9.572217663837986e-7,20 1}
{ 0 5.491908425486792e-7,1 0.0000016475725276460378,2 0.000002196763370194717,3 0.000012631389378619623,4 0.0000010983816850973585,5 0.0000016475725276460378,6 0.0000016475725276460378,7 0.0000016475725276460378,8 0.000009885435165876227,9 0.000006590290110584151,10 0.0000032951450552920757,11 5.491908425486792e-7,12 0.0000010983816850973585,13 0.0000010983816850973585,14 5.491908425486792e-7,15 5.491908425486792e-7,16 0.0000016475725276460378,17 5.491908425486792e-7,18 0.0000016475725276460378,19 0.0000010983816850973585,20 0}
{ 0 4.853028698137099e-7,1 0.0000014559086094411296,2 0.0000019412114792548396,3 0.000012617874615156457,4 9.706057396274198e-7,5 0.0000014559086094411296,6 0.0000014559086094411296,7 0.0000014559086094411296,8 0.000009706057396274197,9 0.000005823634437764518,10 0.000002911817218882259,11 4.853028698137099e-7,12 9.706057396274198e-7,13 9.706057396274198e-7,14 4.853028698137099e-7,15 4.853028698137099e-7,16 0.0000019412114792548396,17 0.0000014559086094411296,18 9.706057396274198e-7,19 9.706057396274198e-7,20 0}
{ 0 4.1182796925814583e-7,1 0.0000012354839077744376,2 0.0000016473118770325833,3 0.000009472043292937354,4 8.236559385162917e-7,5 0.0000012354839077744376,6 0.0000012354839077744376,7 0.0000012354839077744376,8 0.000007824731415904771,9 0.000005353763600355896,10 0.000002470967815548875,11 4.1182796925814583e-7,12 8.236559385162917e-7,13 8.236559385162917e-7,14 4.1182796925814583e-7,15 4.1182796925814583e-7,16 0.000006589247508130333,17 4.1182796925814583e-7,18 0.0000012354839077744376,19 8.236559385162917e-7,20 0}
{ 0 4.757245236989656e-7,1 0.0000014271735710968968,2 0.0000019028980947958623,3 0.000012368837616173105,4 9.514490473979312e-7,5 0.0000014271735710968968,6 0.0000014271735710968968,7 0.0000014271735710968968,8 0.00000856304142658138,9 0.000005708694284387587,10 0.0000028543471421937936,11 4.757245236989656e-7,12 9.514490473979312e-7,13 9.514490473979312e-7,14 4.757245236989656e-7,15 4.757245236989656e-7,16 0.000002378622618494828,17 4.757245236989656e-7,18 4.757245236989656e-7,19 9.514490473979312e-7,20 0}
{ 0 4.096891082280044e-7,1 0.0000012290673246840133,2 0.0000016387564329120175,3 0.00001024222770570011,4 8.193782164560088e-7,5 0.0000012290673246840133,6 0.0000012290673246840133,7 0.0000012290673246840133,8 0.000008193782164560087,9 0.0000061453366234200655,10 0.0000024581346493680265,11 4.096891082280044e-7,12 8.193782164560088e-7,13 8.193782164560088e-7,14 4.096891082280044e-7,15 8.193782164560088e-7,16 0.00000368720197405204,17 4.096891082280044e-7,18 8.193782164560088e-7,19 8.193782164560088e-7,20 0}
{ 0 5.252551641809403e-7,1 0.0000015757654925428208,2 0.000002101020656723761,3 0.000012606123940342567,4 0.0000010505103283618806,5 0.0000015757654925428208,6 0.0000015757654925428208,7 0.0000015757654925428208,8 0.000009454592955256923,9 0.000006303061970171283,10 0.0000031515309850856417,11 5.252551641809403e-7,12 0.0000010505103283618806,13 0.0000010505103283618806,14 5.252551641809403e-7,15 0.0000010505103283618806,16 0.000002626275820904701,17 0.000002626275820904701,18 5.252551641809403e-7,19 0.0000010505103283618806,20 1}
{ 0 5.939230193202692e-7,1 0.0000017817690579608076,2 0.000002375692077281077,3 0.000013066306425045922,4 0.0000011878460386405384,5 0.0000017817690579608076,6 0.0000017817690579608076,7 0.0000017817690579608076,8 0.000010690614347764846,9 0.00000712707623184323,10 0.000003563538115921615,11 5.939230193202692e-7,12 0.0000011878460386405384,13 0.0000011878460386405384,14 5.939230193202692e-7,15 5.939230193202692e-7,16 0.000003563538115921615,17 5.939230193202692e-7,18 5.939230193202692e-7,19 0.0000011878460386405384,20 0}
{ 0 6.99775428408801e-7,1 0.0000020993262852264033,2 0.000002799101713635204,3 0.000016094834853402422,4 0.000001399550856817602,5 0.0000020993262852264033,6 0.0000020993262852264033,7 0.0000020993262852264033,8 0.000012595957711358418,9 0.000009097080569314413,10 0.000004198652570452807,11 6.99775428408801e-7,12 0.000001399550856817602,13 0.000001399550856817602,14 6.99775428408801e-7,15 6.99775428408801e-7,16 0.000004198652570452807,17 6.99775428408801e-7,18 0.000001399550856817602,19 0.000001399550856817602,20 0}
{ 0 4.780834882792911e-7,1 0.0000014342504648378732,2 0.0000019123339531171643,3 0.000011474003718702986,4 9.561669765585821e-7,5 0.0000014342504648378732,6 0.0000014342504648378732,7 0.0000014342504648378732,8 0.00000860550278902724,9 0.000005737001859351493,10 0.0000028685009296757464,11 4.780834882792911e-7,12 9.561669765585821e-7,13 9.561669765585821e-7,14 4.780834882792911e-7,15 4.780834882792911e-7,16 0.0000028685009296757464,17 4.780834882792911e-7,18 4.780834882792911e-7,19 9.561669765585821e-7,20 0}
{ 0 7.775282537875567e-7,1 0.0000023325847613626703,2 0.0000031101130151502268,3 0.000017105621583326246,4 0.0000015550565075751134,5 0.0000023325847613626703,6 0.0000023325847613626703,7 0.0000023325847613626703,8 0.00001399550856817602,9 0.000009330339045450681,10 0.000004665169522725341,11 7.775282537875567e-7,12 0.0000015550565075751134,13 0.0000015550565075751134,14 7.775282537875567e-7,15 7.775282537875567e-7,16 0.000003887641268937783,17 7.775282537875567e-7,18 7.775282537875567e-7,19 0.0000015550565075751134,20 0}
{ 0 4.5790054418306765e-7,1 0.000001373701632549203,2 0.0000018316021767322706,3 0.000010989613060393625,4 9.158010883661353e-7,5 0.000001373701632549203,6 0.000001373701632549203,7 0.000001373701632549203,8 0.000008242209795295218,9 0.00000595270707437988,10 0.000002747403265098406,11 4.5790054418306765e-7,12 9.158010883661353e-7,13 9.158010883661353e-7,14 4.5790054418306765e-7,15 4.5790054418306765e-7,16 0.000002747403265098406,17 4.5790054418306765e-7,18 4.5790054418306765e-7,19 9.158010883661353e-7,20 0}
{ 0 5.220947841317168e-7,1 0.0000015662843523951503,2 0.000002088379136526867,3 0.000012530274819161203,4 0.0000010441895682634335,5 0.0000015662843523951503,6 0.0000015662843523951503,7 0.0000015662843523951503,8 0.000009397706114370901,9 0.000006265137409580601,10 0.0000031325687047903006,11 5.220947841317168e-7,12 0.0000010441895682634335,13 0.0000010441895682634335,14 5.220947841317168e-7,15 5.220947841317168e-7,16 0.000003654663488922017,17 0.0000015662843523951503,18 5.220947841317168e-7,19 0.0000010441895682634335,20 1}
{ 0 0.000001007806656477251,1 0.0000030234199694317535,2 0.000004031226625909004,3 0.00002519516641193128,4 0.000002015613312954502,5 0.0000030234199694317535,6 0.0000030234199694317535,7 0.0000030234199694317535,8 0.000018140519816590524,9 0.000012093679877727014,10 0.000006046839938863507,11 0.000001007806656477251,12 0.000002015613312954502,13 0.000002015613312954502,14 0.000001007806656477251,15 0.000001007806656477251,16 0.000004031226625909004,17 0.000001007806656477251,18 0.000001007806656477251,19 0.000002015613312954502,20 0}
{ 0 5.12232308870669e-7,1 0.000001536696926612007,2 0.000002048929235482676,3 0.000012293575412896056,4 0.000001024464617741338,5 0.000001536696926612007,6 0.000001536696926612007,7 0.000001536696926612007,8 0.000009732413868542711,9 0.000006146787706448028,10 0.000003073393853224014,11 5.12232308870669e-7,12 0.000001024464617741338,13 0.000001024464617741338,14 5.12232308870669e-7,15 5.12232308870669e-7,16 0.000002048929235482676,17 5.12232308870669e-7,18 0.000001024464617741338,19 0.000001024464617741338,20 0}
{ 0 5.406364680541516e-7,1 0.0000016219094041624547,2 0.0000021625458722166062,3 0.000012434638765245486,4 0.0000010812729361083031,5 0.0000016219094041624547,6 0.0000016219094041624547,7 0.0000016219094041624547,8 0.000009731456424974727,9 0.000006487637616649819,10 0.0000032438188083249094,11 5.406364680541516e-7,12 0.0000016219094041624547,13 0.0000010812729361083031,14 5.406364680541516e-7,15 5.406364680541516e-7,16 0.0000043250917444332125,17 5.406364680541516e-7,18 5.406364680541516e-7,19 0.0000010812729361083031,20 0}
{ 0 0.0000010454476279842329,1 0.0000031363428839526988,2 0.0000041817905119369314,3 0.000022999847815653122,4 0.0000020908952559684657,5 0.0000031363428839526988,6 0.0000031363428839526988,7 0.0000031363428839526988,8 0.00001881805730371619,9 0.000012545371535810795,10 0.0000062726857679053976,11 0.0000010454476279842329,12 0.0000020908952559684657,13 0.0000020908952559684657,14 0.0000010454476279842329,15 0.0000010454476279842329,16 0.0000041817905119369314,17 0.0000010454476279842329,18 0.0000010454476279842329,19 0.0000031363428839526988,20 1}
{ 0 5.168085355729085e-7,1 0.0000015504256067187252,2 0.000002067234142291634,3 0.000011886596318176893,4 0.000001033617071145817,5 0.0000015504256067187252,6 0.0000015504256067187252,7 0.0000015504256067187252,8 0.000009302553640312352,9 0.000006201702426874901,10 0.0000031008512134374504,11 5.168085355729085e-7,12 0.000001033617071145817,13 0.000001033617071145817,14 5.168085355729085e-7,15 0.000001033617071145817,16 0.000002067234142291634,17 0.000001033617071145817,18 5.168085355729085e-7,19 0.000001033617071145817,20 0}
{ 0 9.782655368961818e-7,1 0.0000029347966106885455,2 0.000003913062147584727,3 0.000023478372885508364,4 0.0000019565310737923635,5 0.0000029347966106885455,6 0.0000029347966106885455,7 0.0000029347966106885455,8 0.000017608779664131272,9 0.000011739186442754182,10 0.000005869593221377091,11 9.782655368961818e-7,12 0.0000019565310737923635,13 0.0000019565310737923635,14 9.782655368961818e-7,15 9.782655368961818e-7,16 0.000003913062147584727,17 9.782655368961818e-7,18 9.782655368961818e-7,19 0.0000019565310737923635,20 1}
{ 0 3.6705648529057244e-7,1 0.0000011011694558717172,2 0.0000014682259411622898,3 0.000009176412132264312,4 7.341129705811449e-7,5 0.0000011011694558717172,6 0.0000011011694558717172,7 0.0000011011694558717172,8 0.000006607016735230305,9 0.000004771734308777442,10 0.0000022023389117434343,11 3.6705648529057244e-7,12 7.341129705811449e-7,13 7.341129705811449e-7,14 3.6705648529057244e-7,15 3.6705648529057244e-7,16 0.000004037621338196297,17 0.0000018352824264528622,18 3.6705648529057244e-7,19 7.341129705811449e-7,20 1}
{ 0 3.333544107671584e-7,1 0.0000010000632323014751,2 0.0000013334176430686336,3 0.000007333797036877484,4 6.667088215343168e-7,5 0.0000010000632323014751,6 0.0000010000632323014751,7 0.0000010000632323014751,8 0.000006000379393808851,9 0.0000056670249830416925,10 0.0000020001264646029502,11 3.333544107671584e-7,12 6.667088215343168e-7,13 6.667088215343168e-7,14 3.333544107671584e-7,15 3.333544107671584e-7,16 0.0000016667720538357918,17 6.667088215343168e-7,18 6.667088215343168e-7,19 6.667088215343168e-7,20 0}
