@relation recipes
@attribute "ausbauf" numeric
@attribute "kostenlo" numeric
@attribute "magazin" numeric
@attribute "rezepte" numeric
@attribute "sammlung" numeric
@attribute "foren" numeric
@attribute "gruppen" numeric
@attribute "user" numeric
@attribute "chefkoch" numeric
@attribute "de" numeric
@attribute "aktuell" numeric
@attribute "artikel" numeric
@attribute "print" numeric
@attribute "abo" numeric
@attribute "partnerm" numeric
@attribute "aeg" numeric
@attribute "perfekt" numeric
@attribute "form" numeric
@attribute "funktion" numeric
@attribute "philadel" numeric
@attribute italian {1,0}
@data
{ 0 7.70623029508804e-7,1 0.000002311869088526412,2 0.000003082492118035216,3 0.000016953706649193687,4 0.000001541246059017608,5 0.000002311869088526412,6 0.000002311869088526412,7 0.000002311869088526412,8 0.000013871214531158471,9 0.000009247476354105647,10 0.000004623738177052824,11 7.70623029508804e-7,12 0.000001541246059017608,13 0.000001541246059017608,14 7.70623029508804e-7,15 7.70623029508804e-7,16 0.00000385311514754402,17 7.70623029508804e-7,18 7.70623029508804e-7,19 0.000001541246059017608,20 1}
{ 0 9.504069345311208e-7,1 0.0000028512208035933623,2 0.000003801627738124483,3 0.000020908952559684658,4 0.0000019008138690622416,5 0.0000028512208035933623,6 0.0000028512208035933623,7 0.0000028512208035933623,8 0.000017107324821560177,9 0.000012355290148904571,10 0.000005702441607186725,11 9.504069345311208e-7,12 0.0000019008138690622416,13 0.0000019008138690622416,14 9.504069345311208e-7,15 9.504069345311208e-7,16 0.000005702441607186725,17 9.504069345311208e-7,18 9.504069345311208e-7,19 0.0000019008138690622416,20 1}
{ 0 6.588622104987952e-7,1 0.0000019765866314963856,2 0.000002635448841995181,3 0.000015812693051971085,4 0.0000013177244209975905,5 0.0000019765866314963856,6 0.0000019765866314963856,7 0.0000019765866314963856,8 0.0000138361064204747,9 0.000008565208736484337,10 0.000003953173262992771,11 6.588622104987952e-7,12 0.0000013177244209975905,13 0.0000013177244209975905,14 6.588622104987952e-7,15 6.588622104987952e-7,16 0.000004612035473491566,17 0.0000019765866314963856,18 0.000002635448841995181,19 0.0000013177244209975905,20 0}
{ 0 5.906885849059995e-7,1 0.0000017720657547179983,2 0.0000029534429245299972,3 0.000013585837452837989,4 0.000001181377169811999,5 0.0000017720657547179983,6 0.0000017720657547179983,7 0.0000017720657547179983,8 0.00001240446028302599,9 0.000007678951603777993,10 0.0000035441315094359966,11 5.906885849059995e-7,12 0.000001181377169811999,13 0.000001181377169811999,14 5.906885849059995e-7,15 5.906885849059995e-7,16 0.0000017720657547179983,17 5.906885849059995e-7,18 5.906885849059995e-7,19 0.000001181377169811999,20 0}
{ 0 9.401100013292668e-7,1 0.0000028203300039878005,2 0.000003760440005317067,3 0.000021622530030573136,4 0.0000018802200026585335,5 0.0000028203300039878005,6 0.0000028203300039878005,7 0.0000028203300039878005,8 0.0000169219800239268,9 0.000011281320015951202,10 0.000005640660007975601,11 9.401100013292668e-7,12 0.0000018802200026585335,13 0.0000018802200026585335,14 9.401100013292668e-7,15 9.401100013292668e-7,16 0.000003760440005317067,17 0.0000018802200026585335,18 9.401100013292668e-7,19 0.0000018802200026585335,20 0}
{ 0 0.0000011327957326722106,1 0.0000033983871980166314,2 0.000004531182930688842,3 0.000026054301851460844,4 0.000002265591465344421,5 0.0000033983871980166314,6 0.0000033983871980166314,7 0.0000033983871980166314,8 0.00002039032318809979,9 0.000013593548792066525,10 0.000006796774396033263,11 0.0000011327957326722106,12 0.000002265591465344421,13 0.000002265591465344421,14 0.0000011327957326722106,15 0.0000011327957326722106,16 0.0000033983871980166314,17 0.0000011327957326722106,18 0.0000011327957326722106,19 0.000002265591465344421,20 0}
{ 0 9.716926441510786e-7,1 0.0000029150779324532357,2 0.000003886770576604315,3 0.000023320623459625886,4 0.0000019433852883021573,5 0.0000029150779324532357,6 0.0000029150779324532357,7 0.0000029150779324532357,8 0.000017490467594719418,9 0.000011660311729812943,10 0.0000058301558649064715,11 9.716926441510786e-7,12 0.0000019433852883021573,13 0.0000019433852883021573,14 9.716926441510786e-7,15 9.716926441510786e-7,16 0.0000029150779324532357,17 9.716926441510786e-7,18 9.716926441510786e-7,19 0.0000019433852883021573,20 0}
{ 0 4.323475491912871e-7,1 0.0000012970426475738615,2 0.0000017293901967651485,3 0.000010376341180590892,4 8.646950983825742e-7,5 0.0000012970426475738615,6 0.0000012970426475738615,7 0.0000012970426475738615,8 0.000008214603434634456,9 0.000005188170590295446,10 0.000002594085295147723,11 4.323475491912871e-7,12 8.646950983825742e-7,13 8.646950983825742e-7,14 4.323475491912871e-7,15 4.323475491912871e-7,16 0.0000021617377459564357,17 4.323475491912871e-7,18 8.646950983825742e-7,19 8.646950983825742e-7,20 0}
{ 0 4.927436293168162e-7,1 0.0000014782308879504485,2 0.0000019709745172672648,3 0.000011825847103603588,4 9.854872586336324e-7,5 0.0000014782308879504485,6 0.0000014782308879504485,7 0.0000014782308879504485,8 0.000008869385327702691,9 0.000005912923551801794,10 0.000002956461775900897,11 4.927436293168162e-7,12 9.854872586336324e-7,13 9.854872586336324e-7,14 4.927436293168162e-7,15 4.927436293168162e-7,16 0.0000019709745172672648,17 4.927436293168162e-7,18 4.927436293168162e-7,19 9.854872586336324e-7,20 1}
{ 0 5.137486863392026e-7,1 0.000001541246059017608,2 0.00000205499474535681,3 0.000011816219785801661,4 0.000001027497372678405,5 0.000001541246059017608,6 0.000001541246059017608,7 0.000001541246059017608,8 0.000009247476354105647,9 0.000006164984236070432,10 0.000003082492118035216,11 5.137486863392026e-7,12 0.000001027497372678405,13 0.000001027497372678405,14 5.137486863392026e-7,15 5.137486863392026e-7,16 0.000002568743431696013,17 5.137486863392026e-7,18 5.137486863392026e-7,19 0.000001027497372678405,20 1}
{ 0 4.910704760763517e-7,1 0.0000014732114282290547,2 0.0000019642819043054066,3 0.000011294620949756087,4 9.821409521527033e-7,5 0.0000014732114282290547,6 0.0000014732114282290547,7 0.0000014732114282290547,8 0.00000883926856937433,9 0.000005892845712916219,10 0.0000029464228564581095,11 4.910704760763517e-7,12 9.821409521527033e-7,13 9.821409521527033e-7,14 4.910704760763517e-7,15 9.821409521527033e-7,16 0.0000019642819043054066,17 9.821409521527033e-7,18 9.821409521527033e-7,19 9.821409521527033e-7,20 0}
{ 0 8.809355646973739e-7,1 0.0000026428066940921215,2 0.0000035237422587894957,3 0.000020261517988039598,4 0.0000017618711293947479,5 0.0000026428066940921215,6 0.0000026428066940921215,7 0.0000026428066940921215,8 0.00001585684016455273,9 0.000011452162341065861,10 0.000005285613388184243,11 8.809355646973739e-7,12 0.0000017618711293947479,13 0.0000017618711293947479,14 8.809355646973739e-7,15 8.809355646973739e-7,16 0.0000026428066940921215,17 8.809355646973739e-7,18 0.0000017618711293947479,19 0.0000017618711293947479,20 0}
{ 0 0.0000013127405918712758,1 0.0000039382217756138276,2 0.000005250962367485103,3 0.000028880293021168064,4 0.0000026254811837425516,5 0.0000039382217756138276,6 0.0000039382217756138276,7 0.0000039382217756138276,8 0.000023629330653682962,9 0.00001575288710245531,10 0.000007876443551227655,11 0.0000013127405918712758,12 0.0000026254811837425516,13 0.0000026254811837425516,14 0.0000013127405918712758,15 0.0000013127405918712758,16 0.0000039382217756138276,17 0.0000013127405918712758,18 0.0000013127405918712758,19 0.0000026254811837425516,20 0}
{ 0 4.214286212855334e-7,1 0.0000012642858638566002,2 0.0000016857144851421335,3 0.000009692858289567268,4 8.428572425710668e-7,5 0.0000012642858638566002,6 0.0000012642858638566002,7 0.0000012642858638566002,8 0.000007585715183139601,9 0.000005057143455426401,10 0.0000025285717277132003,11 4.214286212855334e-7,12 8.428572425710668e-7,13 8.428572425710668e-7,14 4.214286212855334e-7,15 4.214286212855334e-7,16 0.0000016857144851421335,17 4.214286212855334e-7,18 4.214286212855334e-7,19 8.428572425710668e-7,20 1}
{ 0 5.939230193202692e-7,1 0.0000017817690579608076,2 0.000002375692077281077,3 0.00001425415246368646,4 0.0000011878460386405384,5 0.0000017817690579608076,6 0.0000017817690579608076,7 0.0000017817690579608076,8 0.000011284537367085116,9 0.00000712707623184323,10 0.000003563538115921615,11 5.939230193202692e-7,12 0.0000011878460386405384,13 0.0000011878460386405384,14 5.939230193202692e-7,15 5.939230193202692e-7,16 0.000002375692077281077,17 5.939230193202692e-7,18 5.939230193202692e-7,19 0.0000011878460386405384,20 0}
{ 0 9.598689504722492e-7,1 0.0000028796068514167477,2 0.000003839475801888997,3 0.000021117116910389482,4 0.0000019197379009444983,5 0.0000028796068514167477,6 0.0000028796068514167477,7 0.0000028796068514167477,8 0.000017277641108500486,9 0.000011518427405666991,10 0.0000057592137028334955,11 9.598689504722492e-7,12 0.0000019197379009444983,13 0.0000019197379009444983,14 9.598689504722492e-7,15 9.598689504722492e-7,16 0.000004799344752361246,17 9.598689504722492e-7,18 9.598689504722492e-7,19 0.0000019197379009444983,20 1}
{ 0 6.784374755487985e-7,1 0.0000020353124266463956,2 0.000002713749902195194,3 0.000015604061937622364,4 0.000001356874951097597,5 0.0000020353124266463956,6 0.0000020353124266463956,7 0.0000020353124266463956,8 0.000012211874559878373,9 0.000008141249706585582,10 0.000004070624853292791,11 6.784374755487985e-7,12 0.000001356874951097597,13 0.000001356874951097597,14 6.784374755487985e-7,15 6.784374755487985e-7,16 0.0000033921873777439924,17 0.000002713749902195194,18 6.784374755487985e-7,19 0.000001356874951097597,20 0}
{ 0 5.565885383110412e-7,1 0.0000016697656149331236,2 0.000002226354153244165,3 0.000013358124919464988,4 0.0000011131770766220824,5 0.0000016697656149331236,6 0.0000016697656149331236,7 0.0000016697656149331236,8 0.000010018593689598742,9 0.000006679062459732494,10 0.000003339531229866247,11 5.565885383110412e-7,12 0.0000011131770766220824,13 0.0000011131770766220824,14 5.565885383110412e-7,15 5.565885383110412e-7,16 0.0000016697656149331236,17 5.565885383110412e-7,18 5.565885383110412e-7,19 0.0000011131770766220824,20 0}
{ 0 5.416488958969496e-7,1 0.000001624946687690849,2 0.0000021665955835877984,3 0.000012999573501526791,4 0.0000010832977917938992,5 0.000001624946687690849,6 0.000001624946687690849,7 0.000001624946687690849,8 0.000009749680126145093,9 0.000006499786750763396,10 0.000003249893375381698,11 5.416488958969496e-7,12 0.0000010832977917938992,13 0.0000010832977917938992,14 5.416488958969496e-7,15 5.416488958969496e-7,16 0.000005416488958969496,17 5.416488958969496e-7,18 5.416488958969496e-7,19 0.0000010832977917938992,20 1}
{ 0 0.000001040433490679752,1 0.0000031213004720392567,2 0.000004161733962719008,3 0.000022889536794954546,4 0.000002080866981359504,5 0.0000031213004720392567,6 0.0000031213004720392567,7 0.0000031213004720392567,8 0.00001872780283223554,9 0.000013525635378836777,10 0.000006242600944078513,11 0.000001040433490679752,12 0.000002080866981359504,13 0.000002080866981359504,14 0.000001040433490679752,15 0.000001040433490679752,16 0.0000031213004720392567,17 0.000002080866981359504,18 0.000001040433490679752,19 0.000002080866981359504,20 0}
{ 0 5.192827834990504e-7,1 0.0000015578483504971514,2 0.0000020771311339962015,3 0.00001194350402047816,4 0.0000010385655669981008,5 0.0000015578483504971514,6 0.0000015578483504971514,7 0.0000015578483504971514,8 0.000009347090102982908,9 0.0000062313934019886055,10 0.0000031156967009943027,11 5.192827834990504e-7,12 0.0000010385655669981008,13 0.0000010385655669981008,14 5.192827834990504e-7,15 5.192827834990504e-7,16 0.0000015578483504971514,17 5.192827834990504e-7,18 5.192827834990504e-7,19 0.0000010385655669981008,20 0}
{ 0 5.300681314764284e-7,1 0.0000015902043944292853,2 0.0000021202725259057137,3 0.000013251703286910709,4 0.0000010601362629528569,5 0.0000015902043944292853,6 0.0000015902043944292853,7 0.0000015902043944292853,8 0.000009541226366575711,9 0.000006360817577717141,10 0.0000031804087888585706,11 5.300681314764284e-7,12 0.0000010601362629528569,13 0.0000010601362629528569,14 5.300681314764284e-7,15 5.300681314764284e-7,16 0.000002650340657382142,17 5.300681314764284e-7,18 5.300681314764284e-7,19 0.0000010601362629528569,20 1}
{ 0 0.0000013267913321512435,1 0.000003980373996453731,2 0.000005307165328604974,3 0.0000305162006394786,4 0.000002653582664302487,5 0.000003980373996453731,6 0.000003980373996453731,7 0.000003980373996453731,8 0.000023882243978722383,9 0.000015921495985814925,10 0.000007960747992907462,11 0.0000013267913321512435,12 0.000002653582664302487,13 0.000002653582664302487,14 0.0000013267913321512435,15 0.0000013267913321512435,16 0.000003980373996453731,17 0.0000013267913321512435,18 0.0000013267913321512435,19 0.000002653582664302487,20 0}
{ 0 3.8091375383095403e-7,1 0.000001142741261492862,2 0.0000015236550153238161,3 0.00000952284384577385,4 7.618275076619081e-7,5 0.000001142741261492862,6 0.000001142741261492862,7 0.000001142741261492862,8 0.0000072373613227881265,9 0.000004570965045971448,10 0.000002285482522985724,11 3.8091375383095403e-7,12 7.618275076619081e-7,13 7.618275076619081e-7,14 3.8091375383095403e-7,15 3.8091375383095403e-7,16 0.0000030473100306476323,17 3.8091375383095403e-7,18 7.618275076619081e-7,19 7.618275076619081e-7,20 1}
{ 0 4.153765108793266e-7,1 0.0000012461295326379797,2 0.0000016615060435173064,3 0.000009969036261103838,4 8.307530217586532e-7,5 0.0000012461295326379797,6 0.0000012461295326379797,7 0.0000012461295326379797,8 0.000007892153706707205,9 0.000005399894641431246,10 0.0000024922590652759594,11 4.153765108793266e-7,12 8.307530217586532e-7,13 8.307530217586532e-7,14 4.153765108793266e-7,15 8.307530217586532e-7,16 0.0000037383885979139393,17 4.153765108793266e-7,18 0.0000012461295326379797,19 8.307530217586532e-7,20 0}
{ 0 4.839495433502027e-7,1 0.000001451848630050608,2 0.0000019357981734008107,3 0.00001113083949705466,4 9.678990867004053e-7,5 0.000001451848630050608,6 0.000001451848630050608,7 0.000001451848630050608,8 0.000009195041323653849,9 0.000005807394520202432,10 0.000002903697260101216,11 4.839495433502027e-7,12 9.678990867004053e-7,13 9.678990867004053e-7,14 4.839495433502027e-7,15 4.839495433502027e-7,16 0.000003387646803451418,17 4.839495433502027e-7,18 9.678990867004053e-7,19 9.678990867004053e-7,20 1}
{ 0 4.422637773837479e-7,1 0.0000013267913321512435,2 0.0000017690551095349915,3 0.000011498858211977443,4 0.0000013267913321512435,5 0.0000013267913321512435,6 0.0000013267913321512435,7 0.0000013267913321512435,8 0.000007960747992907462,9 0.000005307165328604974,10 0.000002653582664302487,11 4.422637773837479e-7,12 8.845275547674958e-7,13 8.845275547674958e-7,14 4.422637773837479e-7,15 4.422637773837479e-7,16 0.000003538110219069983,17 8.845275547674958e-7,18 4.422637773837479e-7,19 8.845275547674958e-7,20 1}
{ 0 9.577500344667918e-7,1 0.000002873250103400375,2 0.000003831000137867167,3 0.000021070500758269418,4 0.0000019155000689335836,5 0.000002873250103400375,6 0.000002873250103400375,7 0.000002873250103400375,8 0.000017239500620402252,9 0.0000114930004136015,10 0.00000574650020680075,11 9.577500344667918e-7,12 0.0000019155000689335836,13 0.0000019155000689335836,14 9.577500344667918e-7,15 9.577500344667918e-7,16 0.000004788750172333959,17 9.577500344667918e-7,18 9.577500344667918e-7,19 0.0000019155000689335836,20 0}
{ 0 5.128377844130693e-7,1 0.0000015385133532392078,2 0.0000020513511376522773,3 0.000012308106825913663,4 0.0000010256755688261386,5 0.0000015385133532392078,6 0.0000015385133532392078,7 0.0000015385133532392078,8 0.000009231080119435248,9 0.000006154053412956831,10 0.0000030770267064784157,11 5.128377844130693e-7,12 0.0000010256755688261386,13 0.0000010256755688261386,14 5.128377844130693e-7,15 5.128377844130693e-7,16 0.0000020513511376522773,17 5.128377844130693e-7,18 5.128377844130693e-7,19 0.0000010256755688261386,20 1}
{ 0 6.333733804576009e-7,1 0.0000019001201413728028,2 0.0000025334935218304036,3 0.000014567587750524822,4 0.0000012667467609152018,5 0.0000019001201413728028,6 0.0000019001201413728028,7 0.0000019001201413728028,8 0.000011400720848236817,9 0.000007600480565491211,10 0.0000038002402827456057,11 6.333733804576009e-7,12 0.0000012667467609152018,13 0.0000012667467609152018,14 6.333733804576009e-7,15 6.333733804576009e-7,16 0.000005066987043660807,17 6.333733804576009e-7,18 6.333733804576009e-7,19 0.0000012667467609152018,20 1}
{ 0 4.306310328669545e-7,1 0.0000012918930986008634,2 0.000001722524131467818,3 0.000010765775821673863,4 8.61262065733909e-7,5 0.0000012918930986008634,6 0.0000012918930986008634,7 0.0000012918930986008634,8 0.00000775135859160518,9 0.0000051675723944034535,10 0.0000025837861972017268,11 4.306310328669545e-7,12 8.61262065733909e-7,13 8.61262065733909e-7,14 4.306310328669545e-7,15 4.306310328669545e-7,16 0.0000025837861972017268,17 4.306310328669545e-7,18 4.306310328669545e-7,19 8.61262065733909e-7,20 1}
{ 0 5.041961250592175e-7,1 0.0000015125883751776525,2 0.00000201678450023687,3 0.000012604903126480437,4 0.000001008392250118435,5 0.0000015125883751776525,6 0.0000015125883751776525,7 0.0000015125883751776525,8 0.000009075530251065914,9 0.00000605035350071061,10 0.000003025176750355305,11 5.041961250592175e-7,12 0.000001008392250118435,13 0.000001008392250118435,14 5.041961250592175e-7,15 5.041961250592175e-7,16 0.000002520980625296087,17 5.041961250592175e-7,18 5.041961250592175e-7,19 0.000001008392250118435,20 1}
{ 0 9.63064962515997e-7,1 0.000002889194887547991,2 0.000003852259850063988,3 0.00002215049413786793,4 0.000001926129925031994,5 0.000002889194887547991,6 0.000002889194887547991,7 0.000002889194887547991,8 0.000017335169325287948,9 0.000011556779550191964,10 0.000005778389775095982,11 9.63064962515997e-7,12 0.000001926129925031994,13 0.000001926129925031994,14 9.63064962515997e-7,15 9.63064962515997e-7,16 0.000002889194887547991,17 0.000002889194887547991,18 9.63064962515997e-7,19 0.000001926129925031994,20 0}
{ 0 4.2660842243211076e-7,1 0.0000012798252672963322,2 0.000001706433689728443,3 0.000009811993715938547,4 8.532168448642215e-7,5 0.0000012798252672963322,6 0.0000012798252672963322,7 0.0000012798252672963322,8 0.000007678951603777993,9 0.000005119301069185329,10 0.0000025596505345926645,11 4.2660842243211076e-7,12 8.532168448642215e-7,13 8.532168448642215e-7,14 4.2660842243211076e-7,15 4.2660842243211076e-7,16 0.0000012798252672963322,17 0.0000012798252672963322,18 8.532168448642215e-7,19 8.532168448642215e-7,20 1}
