@relation recipes
@attribute "ausbauf" numeric
@attribute "kostenlo" numeric
@attribute "magazin" numeric
@attribute "rezepte" numeric
@attribute "sammlung" numeric
@attribute "foren" numeric
@attribute "gruppen" numeric
@attribute "user" numeric
@attribute "chefkoch" numeric
@attribute "de" numeric
@attribute "aktuell" numeric
@attribute "artikel" numeric
@attribute "print" numeric
@attribute "abo" numeric
@attribute "partnerm" numeric
@attribute "aeg" numeric
@attribute "perfekt" numeric
@attribute "form" numeric
@attribute "funktion" numeric
@attribute "philadel" numeric
@attribute "ideen" numeric
@attribute "wmf" numeric
@attribute "leben" numeric
@attribute "schmeckt" numeric
@attribute "sch" numeric
@attribute "rubrik" numeric
@attribute "saisonal" numeric
@attribute "backen" numeric
@attribute "chenger" numeric
@attribute "te" numeric
@attribute "zubeh" numeric
@attribute "reis" numeric
@attribute "pasta" numeric
@attribute "co" numeric
@attribute "fleisch" numeric
@attribute "fisch" numeric
@attribute "obst" numeric
@attribute "gem" numeric
@attribute "se" numeric
@attribute "regional" numeric
@attribute italian {1,0}
@data
{ 0 3.7129718922846095e-7,1 0.000001113891567685383,2 0.0000014851887569138438,3 0.000008911132541483063,4 7.425943784569219e-7,5 0.000001113891567685383,6 0.000001113891567685383,7 0.000001113891567685383,8 0.000007054646595340759,9 0.0000048268634599699925,10 0.000002227783135370766,11 3.7129718922846095e-7,12 7.425943784569219e-7,13 7.425943784569219e-7,14 3.7129718922846095e-7,15 3.7129718922846095e-7,16 0.000001856485946142305,17 0.000001113891567685383,18 0.000001113891567685383,19 7.425943784569219e-7,20 3.7129718922846095e-7,21 3.7129718922846095e-7,22 3.7129718922846095e-7,23 0.0000029703775138276876,24 0.000001856485946142305,25 3.7129718922846095e-7,26 3.7129718922846095e-7,27 0.0000025990803245992267,28 3.7129718922846095e-7,29 0.000001113891567685383,30 3.7129718922846095e-7,31 3.7129718922846095e-7,32 3.7129718922846095e-7,33 3.7129718922846095e-7,34 3.7129718922846095e-7,35 3.7129718922846095e-7,36 3.7129718922846095e-7,37 3.7129718922846095e-7,38 3.7129718922846095e-7,39 3.7129718922846095e-7,40 0}
{ 0 7.881212817683136e-7,1 0.0000023643638453049405,2 0.000003152485127073254,3 0.00001812678948067121,4 0.000001576242563536627,5 0.0000023643638453049405,6 0.0000023643638453049405,7 0.0000023643638453049405,8 0.000014186183071829644,9 0.000009457455381219762,10 0.000004728727690609881,11 7.881212817683136e-7,12 0.000001576242563536627,13 0.000001576242563536627,14 7.881212817683136e-7,15 7.881212817683136e-7,16 0.000003152485127073254,17 7.881212817683136e-7,18 7.881212817683136e-7,19 0.000001576242563536627,20 7.881212817683136e-7,21 7.881212817683136e-7,22 0.000001576242563536627,23 0.0000023643638453049405,24 0.000003940606408841568,25 7.881212817683136e-7,26 7.881212817683136e-7,27 0.0000023643638453049405,28 7.881212817683136e-7,29 0.000001576242563536627,30 7.881212817683136e-7,31 0.000001576242563536627,32 7.881212817683136e-7,33 0.0000023643638453049405,34 0.000003152485127073254,35 0.000001576242563536627,36 7.881212817683136e-7,37 0.000001576242563536627,38 0.0000023643638453049405,39 7.881212817683136e-7,40 0}
{ 0 3.352865267491937e-7,1 0.000001005859580247581,2 0.0000013411461069967747,3 0.000008046876641980648,4 6.705730534983874e-7,5 0.000001005859580247581,6 0.000001005859580247581,7 0.000001005859580247581,8 0.000007041017061733067,9 0.0000043587248477395185,10 0.000002011719160495162,11 3.352865267491937e-7,12 6.705730534983874e-7,13 6.705730534983874e-7,14 3.352865267491937e-7,15 3.352865267491937e-7,16 0.0000030175787407427434,17 3.352865267491937e-7,18 0.000001005859580247581,19 6.705730534983874e-7,20 3.352865267491937e-7,21 3.352865267491937e-7,22 3.352865267491937e-7,23 0.0000050292979012379055,24 0.0000026822922139935495,25 3.352865267491937e-7,26 3.352865267491937e-7,27 0.0000016764326337459684,28 3.352865267491937e-7,29 6.705730534983874e-7,30 3.352865267491937e-7,31 3.352865267491937e-7,32 3.352865267491937e-7,33 3.352865267491937e-7,34 3.352865267491937e-7,35 3.352865267491937e-7,36 3.352865267491937e-7,37 3.352865267491937e-7,38 3.352865267491937e-7,39 3.352865267491937e-7,40 0}
{ 0 5.098246364435448e-7,1 0.0000015294739093306345,2 0.000002039298545774179,3 0.00001172596663820153,4 0.0000010196492728870895,5 0.0000015294739093306345,6 0.0000015294739093306345,7 0.0000015294739093306345,8 0.000009176843455983806,9 0.000006117895637322538,10 0.000003058947818661269,11 5.098246364435448e-7,12 0.0000010196492728870895,13 0.0000010196492728870895,14 5.098246364435448e-7,15 5.098246364435448e-7,16 0.000002039298545774179,17 0.0000015294739093306345,18 5.098246364435448e-7,19 0.0000010196492728870895,20 5.098246364435448e-7,21 5.098246364435448e-7,22 5.098246364435448e-7,23 0.000002549123182217724,24 5.098246364435448e-7,25 5.098246364435448e-7,26 5.098246364435448e-7,27 0.000006117895637322538,28 5.098246364435448e-7,29 0.0000010196492728870895,30 5.098246364435448e-7,31 5.098246364435448e-7,32 5.098246364435448e-7,33 5.098246364435448e-7,34 5.098246364435448e-7,35 5.098246364435448e-7,36 5.098246364435448e-7,37 0.0000010196492728870895,38 0.0000010196492728870895,39 5.098246364435448e-7,40 0}
{ 0 5.243030400162618e-7,1 0.0000015729091200487853,2 0.000002097212160065047,3 0.000013107576000406546,4 0.0000010486060800325236,5 0.0000015729091200487853,6 0.0000015729091200487853,7 0.0000015729091200487853,8 0.000009437454720292712,9 0.000006291636480195141,10 0.0000031458182400975707,11 5.243030400162618e-7,12 0.0000010486060800325236,13 0.0000010486060800325236,14 5.243030400162618e-7,15 5.243030400162618e-7,16 0.0000031458182400975707,17 0.0000010486060800325236,18 5.243030400162618e-7,19 0.0000010486060800325236,20 5.243030400162618e-7,21 5.243030400162618e-7,22 5.243030400162618e-7,23 0.0000031458182400975707,24 0.000004194424320130094,25 5.243030400162618e-7,26 5.243030400162618e-7,27 0.0000015729091200487853,28 5.243030400162618e-7,29 0.0000010486060800325236,30 5.243030400162618e-7,31 5.243030400162618e-7,32 5.243030400162618e-7,33 0.0000010486060800325236,34 0.000011010363840341498,35 5.243030400162618e-7,36 5.243030400162618e-7,37 0.000002097212160065047,38 0.0000015729091200487853,39 5.243030400162618e-7,40 1}
{ 0 8.927176247190466e-7,1 0.0000026781528741571394,2 0.0000035708704988761865,3 0.00002321065824269521,4 0.0000017854352494380932,5 0.0000026781528741571394,6 0.0000026781528741571394,7 0.0000026781528741571394,8 0.000016068917244942837,9 0.000010712611496628558,10 0.000005356305748314279,11 8.927176247190466e-7,12 0.0000017854352494380932,13 0.0000017854352494380932,14 8.927176247190466e-7,15 8.927176247190466e-7,16 0.0000026781528741571394,17 0.000006249023373033326,18 8.927176247190466e-7,19 0.0000017854352494380932,20 8.927176247190466e-7,21 8.927176247190466e-7,22 8.927176247190466e-7,23 0.0000017854352494380932,24 0.000006249023373033326,25 8.927176247190466e-7,26 8.927176247190466e-7,27 0.000009819893871909514,28 8.927176247190466e-7,29 0.0000017854352494380932,30 8.927176247190466e-7,31 8.927176247190466e-7,32 8.927176247190466e-7,33 0.0000017854352494380932,34 8.927176247190466e-7,35 8.927176247190466e-7,36 8.927176247190466e-7,37 8.927176247190466e-7,38 8.927176247190466e-7,39 8.927176247190466e-7,40 1}
{ 0 5.780956237354518e-7,1 0.0000017342868712063556,2 0.0000023123824949418074,3 0.000014452390593386297,4 0.0000011561912474709037,5 0.0000017342868712063556,6 0.0000017342868712063556,7 0.0000017342868712063556,8 0.000010405721227238133,9 0.0000069371474848254225,10 0.0000034685737424127113,11 5.780956237354518e-7,12 0.0000011561912474709037,13 0.0000011561912474709037,14 5.780956237354518e-7,15 5.780956237354518e-7,16 0.0000023123824949418074,17 0.0000011561912474709037,18 0.0000011561912474709037,19 0.0000011561912474709037,20 5.780956237354518e-7,21 5.780956237354518e-7,22 5.780956237354518e-7,23 0.0000069371474848254225,24 0.000004046669366148163,25 5.780956237354518e-7,26 5.780956237354518e-7,27 0.000007515243108560875,28 5.780956237354518e-7,29 0.0000011561912474709037,30 5.780956237354518e-7,31 5.780956237354518e-7,32 5.780956237354518e-7,33 0.0000011561912474709037,34 5.780956237354518e-7,35 5.780956237354518e-7,36 5.780956237354518e-7,37 5.780956237354518e-7,38 5.780956237354518e-7,39 5.780956237354518e-7,40 0}
{ 0 5.498869019181959e-7,1 0.000001649660705754588,2 0.0000021995476076727837,3 0.000012647398744118508,4 0.0000010997738038363919,5 0.000001649660705754588,6 0.000001649660705754588,7 0.000001649660705754588,8 0.000009897964234527528,9 0.000006598642823018352,10 0.000003299321411509176,11 5.498869019181959e-7,12 0.0000010997738038363919,13 0.0000010997738038363919,14 5.498869019181959e-7,15 5.498869019181959e-7,16 0.0000021995476076727837,17 5.498869019181959e-7,18 5.498869019181959e-7,19 0.0000010997738038363919,20 5.498869019181959e-7,21 5.498869019181959e-7,22 5.498869019181959e-7,23 0.000003849208313427372,24 0.0000021995476076727837,25 5.498869019181959e-7,26 5.498869019181959e-7,27 0.0000021995476076727837,28 5.498869019181959e-7,29 0.0000010997738038363919,30 5.498869019181959e-7,31 5.498869019181959e-7,32 5.498869019181959e-7,33 0.0000010997738038363919,34 0.0000010997738038363919,35 5.498869019181959e-7,36 5.498869019181959e-7,37 0.000001649660705754588,38 0.000001649660705754588,39 5.498869019181959e-7,40 1}
{ 0 5.457368120923982e-7,1 0.0000016372104362771948,2 0.000002182947248369593,3 0.00001255194667812516,4 0.0000010914736241847964,5 0.0000016372104362771948,6 0.0000016372104362771948,7 0.0000016372104362771948,8 0.000010368999429755568,9 0.000007094578557201178,10 0.0000032744208725543897,11 5.457368120923982e-7,12 0.0000010914736241847964,13 0.0000010914736241847964,14 5.457368120923982e-7,15 5.457368120923982e-7,16 0.0000032744208725543897,17 0.0000010914736241847964,18 0.0000010914736241847964,19 0.0000010914736241847964,20 5.457368120923982e-7,21 5.457368120923982e-7,22 5.457368120923982e-7,23 0.0000016372104362771948,24 0.0000032744208725543897,25 5.457368120923982e-7,26 5.457368120923982e-7,27 0.000005457368120923983,28 5.457368120923982e-7,29 0.0000016372104362771948,30 5.457368120923982e-7,31 5.457368120923982e-7,32 5.457368120923982e-7,33 0.0000010914736241847964,34 5.457368120923982e-7,35 5.457368120923982e-7,36 5.457368120923982e-7,37 5.457368120923982e-7,38 0.0000010914736241847964,39 5.457368120923982e-7,40 1}
{ 0 4.157745717426513e-7,1 0.0000012473237152279538,2 0.0000016630982869706052,3 0.000009562815150080981,4 0.0000012473237152279538,5 0.0000012473237152279538,6 0.0000012473237152279538,7 0.0000012473237152279538,8 0.000007483942291367724,9 0.000004989294860911815,10 0.0000024946474304559076,11 4.157745717426513e-7,12 8.315491434853026e-7,13 8.315491434853026e-7,14 4.157745717426513e-7,15 4.157745717426513e-7,16 0.0000020788728587132565,17 0.0000012473237152279538,18 8.315491434853026e-7,19 8.315491434853026e-7,20 4.157745717426513e-7,21 4.157745717426513e-7,22 4.157745717426513e-7,23 0.000002910422002198559,24 0.0000016630982869706052,25 4.157745717426513e-7,26 4.157745717426513e-7,27 0.0000012473237152279538,28 4.157745717426513e-7,29 8.315491434853026e-7,30 4.157745717426513e-7,31 4.157745717426513e-7,32 4.157745717426513e-7,33 8.315491434853026e-7,34 0.000003741971145683862,35 8.315491434853026e-7,36 4.157745717426513e-7,37 0.00000623661857613977,38 0.000004157745717426513,39 4.157745717426513e-7,40 0}
{ 0 3.9876908604178e-7,1 0.00000119630725812534,2 0.00000159507634416712,3 0.0000099692271510445,4 7.9753817208356e-7,5 0.00000119630725812534,6 0.00000119630725812534,7 0.00000119630725812534,8 0.00000717784354875204,9 0.0000051839981185431395,10 0.00000239261451625068,11 3.9876908604178e-7,12 7.9753817208356e-7,13 7.9753817208356e-7,14 3.9876908604178e-7,15 3.9876908604178e-7,16 0.00000239261451625068,17 0.00000159507634416712,18 7.9753817208356e-7,19 7.9753817208356e-7,20 3.9876908604178e-7,21 3.9876908604178e-7,22 3.9876908604178e-7,23 0.00000438645994645958,24 0.00000638030537666848,25 3.9876908604178e-7,26 3.9876908604178e-7,27 0.00000358892177437602,28 3.9876908604178e-7,29 7.9753817208356e-7,30 3.9876908604178e-7,31 3.9876908604178e-7,32 3.9876908604178e-7,33 7.9753817208356e-7,34 3.9876908604178e-7,35 3.9876908604178e-7,36 3.9876908604178e-7,37 7.9753817208356e-7,38 0.00000159507634416712,39 3.9876908604178e-7,40 0}
{ 0 4.27238567812365e-7,1 0.000001281715703437095,2 0.00000170895427124946,3 0.000010680964195309124,4 8.5447713562473e-7,5 0.000001281715703437095,6 0.000001281715703437095,7 0.000001281715703437095,8 0.000008117532788434934,9 0.000005554101381560745,10 0.00000256343140687419,11 4.27238567812365e-7,12 8.5447713562473e-7,13 8.5447713562473e-7,14 4.27238567812365e-7,15 4.27238567812365e-7,16 0.00000256343140687419,17 4.27238567812365e-7,18 8.5447713562473e-7,19 8.5447713562473e-7,20 4.27238567812365e-7,21 4.27238567812365e-7,22 4.27238567812365e-7,23 0.00000256343140687419,24 0.000003845147110311285,25 4.27238567812365e-7,26 4.27238567812365e-7,27 0.000001281715703437095,28 4.27238567812365e-7,29 0.000002136192839061825,30 4.27238567812365e-7,31 4.27238567812365e-7,32 4.27238567812365e-7,33 8.5447713562473e-7,34 4.27238567812365e-7,35 4.27238567812365e-7,36 4.27238567812365e-7,37 0.00000256343140687419,38 0.00000256343140687419,39 4.27238567812365e-7,40 0}
{ 0 0.000001205168793370713,1 0.0000036155063801121385,2 0.000004820675173482852,3 0.000026513713454155684,4 0.000002410337586741426,5 0.0000036155063801121385,6 0.0000036155063801121385,7 0.0000036155063801121385,8 0.000021693038280672832,9 0.000014462025520448554,10 0.000007231012760224277,11 0.000001205168793370713,12 0.000002410337586741426,13 0.000002410337586741426,14 0.000001205168793370713,15 0.000001205168793370713,16 0.0000036155063801121385,17 0.000001205168793370713,18 0.000001205168793370713,19 0.000002410337586741426,20 0.000001205168793370713,21 0.000001205168793370713,22 0.000001205168793370713,23 0.000002410337586741426,24 0.0000036155063801121385,25 0.000001205168793370713,26 0.000001205168793370713,27 0.0000036155063801121385,28 0.000001205168793370713,29 0.000002410337586741426,30 0.000001205168793370713,31 0.000001205168793370713,32 0.000001205168793370713,33 0.000002410337586741426,34 0.000004820675173482852,35 0.000002410337586741426,36 0.000001205168793370713,37 0.000001205168793370713,38 0.000004820675173482852,39 0.000001205168793370713,40 0}
{ 0 6.731741902458598e-7,1 0.000002019522570737579,2 0.0000026926967609834393,3 0.000016156180565900633,4 0.0000013463483804917197,5 0.000002019522570737579,6 0.000002019522570737579,7 0.000002019522570737579,8 0.000013463483804917196,9 0.000008078090282950317,10 0.000004039045141475158,11 6.731741902458598e-7,12 0.0000013463483804917197,13 0.0000013463483804917197,14 6.731741902458598e-7,15 6.731741902458598e-7,16 0.0000026926967609834393,17 0.000004039045141475158,18 0.0000013463483804917197,19 0.0000013463483804917197,20 6.731741902458598e-7,21 6.731741902458598e-7,22 6.731741902458598e-7,23 0.000002019522570737579,24 0.0000013463483804917197,25 6.731741902458598e-7,26 6.731741902458598e-7,27 0.000007404916092704457,28 6.731741902458598e-7,29 0.000002019522570737579,30 6.731741902458598e-7,31 6.731741902458598e-7,32 6.731741902458598e-7,33 0.0000013463483804917197,34 6.731741902458598e-7,35 6.731741902458598e-7,36 6.731741902458598e-7,37 6.731741902458598e-7,38 6.731741902458598e-7,39 6.731741902458598e-7,40 0}
{ 0 4.5886913338282036e-7,1 0.000001376607400148461,2 0.0000018354765335312814,3 0.000013766074001484612,4 9.177382667656407e-7,5 0.000001376607400148461,6 0.000001376607400148461,7 0.000001376607400148461,8 0.000009177382667656408,9 0.000006424167867359485,10 0.0000032120839336797424,11 4.5886913338282036e-7,12 9.177382667656407e-7,13 9.177382667656407e-7,14 4.5886913338282036e-7,15 9.177382667656407e-7,16 0.0000018354765335312814,17 0.000001376607400148461,18 4.5886913338282036e-7,19 9.177382667656407e-7,20 4.5886913338282036e-7,21 4.5886913338282036e-7,22 4.5886913338282036e-7,23 0.000004129822200445383,24 0.000003670953067062563,25 4.5886913338282036e-7,26 4.5886913338282036e-7,27 0.000008259644400890767,28 4.5886913338282036e-7,29 9.177382667656407e-7,30 4.5886913338282036e-7,31 4.5886913338282036e-7,32 4.5886913338282036e-7,33 4.5886913338282036e-7,34 4.5886913338282036e-7,35 4.5886913338282036e-7,36 4.5886913338282036e-7,37 4.5886913338282036e-7,38 4.5886913338282036e-7,39 4.5886913338282036e-7,40 0}
{ 0 6.644115859317866e-7,1 0.0000019932347577953597,2 0.0000026576463437271463,3 0.000016610289648294663,4 0.0000013288231718635731,5 0.0000019932347577953597,6 0.0000019932347577953597,7 0.0000019932347577953597,8 0.000012623820132703944,9 0.000007972939031181439,10 0.0000039864695155907194,11 6.644115859317866e-7,12 0.0000013288231718635731,13 0.0000013288231718635731,14 6.644115859317866e-7,15 6.644115859317866e-7,16 0.0000019932347577953597,17 6.644115859317866e-7,18 6.644115859317866e-7,19 0.0000013288231718635731,20 0.0000013288231718635731,21 6.644115859317866e-7,22 6.644115859317866e-7,23 0.000003322057929658933,24 0.000003322057929658933,25 6.644115859317866e-7,26 6.644115859317866e-7,27 0.0000026576463437271463,28 6.644115859317866e-7,29 0.000003322057929658933,30 6.644115859317866e-7,31 6.644115859317866e-7,32 0.0000019932347577953597,33 0.0000019932347577953597,34 0.0000013288231718635731,35 6.644115859317866e-7,36 0.0000013288231718635731,37 6.644115859317866e-7,38 0.0000053152926874542926,39 6.644115859317866e-7,40 1}
{ 0 0.0000011508243119720335,1 0.0000034524729359161006,2 0.000004603297247888134,3 0.00002646895917535677,4 0.000002301648623944067,5 0.0000034524729359161006,6 0.0000034524729359161006,7 0.0000034524729359161006,8 0.0000207148376154966,9 0.000013809891743664402,10 0.000006904945871832201,11 0.0000011508243119720335,12 0.000002301648623944067,13 0.000002301648623944067,14 0.0000011508243119720335,15 0.0000011508243119720335,16 0.0000034524729359161006,17 0.0000011508243119720335,18 0.0000011508243119720335,19 0.000002301648623944067,20 0.0000011508243119720335,21 0.0000011508243119720335,22 0.0000011508243119720335,23 0.0000034524729359161006,24 0.0000011508243119720335,25 0.0000011508243119720335,26 0.0000011508243119720335,27 0.0000034524729359161006,28 0.0000011508243119720335,29 0.000002301648623944067,30 0.0000011508243119720335,31 0.0000011508243119720335,32 0.0000011508243119720335,33 0.000002301648623944067,34 0.0000011508243119720335,35 0.0000011508243119720335,36 0.0000011508243119720335,37 0.0000057541215598601675,38 0.0000103574188077483,39 0.0000011508243119720335,40 1}
{ 0 3.162250478232191e-7,1 9.486751434696574e-7,2 0.0000012649001912928764,3 0.000007589401147757259,4 6.324500956464382e-7,5 9.486751434696574e-7,6 9.486751434696574e-7,7 0.0000012649001912928764,8 0.000006008275908641163,9 0.0000041109256217018485,10 0.0000018973502869393148,11 3.162250478232191e-7,12 6.324500956464382e-7,13 6.324500956464382e-7,14 3.162250478232191e-7,15 3.162250478232191e-7,16 0.0000022135753347625337,17 9.486751434696574e-7,18 6.324500956464382e-7,19 6.324500956464382e-7,20 3.162250478232191e-7,21 3.162250478232191e-7,22 3.162250478232191e-7,23 0.000002846025430408972,24 0.000003162250478232191,25 3.162250478232191e-7,26 3.162250478232191e-7,27 0.000006324500956464382,28 3.162250478232191e-7,29 6.324500956464382e-7,30 3.162250478232191e-7,31 3.162250478232191e-7,32 3.162250478232191e-7,33 3.162250478232191e-7,34 3.162250478232191e-7,35 3.162250478232191e-7,36 3.162250478232191e-7,37 3.162250478232191e-7,38 3.162250478232191e-7,39 3.162250478232191e-7,40 0}
{ 0 3.8377776701765297e-7,1 0.000001151333301052959,2 0.0000015351110680706119,3 0.000009210666408423671,4 7.675555340353059e-7,5 0.000001151333301052959,6 0.000001151333301052959,7 0.000001151333301052959,8 0.0000069079998063177535,9 0.000005372888738247142,10 0.000002302666602105918,11 3.8377776701765297e-7,12 7.675555340353059e-7,13 7.675555340353059e-7,14 3.8377776701765297e-7,15 3.8377776701765297e-7,16 0.000002302666602105918,17 3.8377776701765297e-7,18 0.0000015351110680706119,19 7.675555340353059e-7,20 3.8377776701765297e-7,21 3.8377776701765297e-7,22 3.8377776701765297e-7,23 0.0000034539999031588768,24 0.000002302666602105918,25 3.8377776701765297e-7,26 3.8377776701765297e-7,27 0.000001151333301052959,28 3.8377776701765297e-7,29 7.675555340353059e-7,30 3.8377776701765297e-7,31 0.000005756666505264795,32 3.8377776701765297e-7,33 0.000001151333301052959,34 0.0000034539999031588768,35 0.00000767555534035306,36 3.8377776701765297e-7,37 0.0000030702221361412238,38 0.000002302666602105918,39 3.8377776701765297e-7,40 0}
{ 0 6.403848938944009e-7,1 0.000001921154681683203,2 0.0000025615395755776037,3 0.000014728852559571221,4 0.0000012807697877888018,5 0.000001921154681683203,6 0.000001921154681683203,7 0.000001921154681683203,8 0.000012167312983993617,9 0.000007684618726732812,10 0.000003842309363366406,11 6.403848938944009e-7,12 0.0000012807697877888018,13 0.0000012807697877888018,14 6.403848938944009e-7,15 6.403848938944009e-7,16 0.000003201924469472005,17 6.403848938944009e-7,18 6.403848938944009e-7,19 0.0000012807697877888018,20 6.403848938944009e-7,21 6.403848938944009e-7,22 6.403848938944009e-7,23 0.000003201924469472005,24 0.000004482694257260807,25 6.403848938944009e-7,26 6.403848938944009e-7,27 0.000001921154681683203,28 6.403848938944009e-7,29 0.000001921154681683203,30 6.403848938944009e-7,31 0.0000012807697877888018,32 6.403848938944009e-7,33 0.000001921154681683203,34 0.000010886543196204815,35 0.0000012807697877888018,36 6.403848938944009e-7,37 0.0000012807697877888018,38 0.000001921154681683203,39 6.403848938944009e-7,40 0}
{ 0 5.413109988938947e-7,1 0.0000016239329966816841,2 0.000002165243995575579,3 0.000011908841975665684,4 0.0000010826219977877894,5 0.0000016239329966816841,6 0.0000016239329966816841,7 0.0000016239329966816841,8 0.000009743597980090105,9 0.000006495731986726737,10 0.0000032478659933633683,11 5.413109988938947e-7,12 0.0000010826219977877894,13 0.0000010826219977877894,14 5.413109988938947e-7,15 5.413109988938947e-7,16 0.000002165243995575579,17 5.413109988938947e-7,18 0.0000016239329966816841,19 0.0000010826219977877894,20 5.413109988938947e-7,21 5.413109988938947e-7,22 5.413109988938947e-7,23 0.000002706554994469474,24 0.000003789176992257263,25 5.413109988938947e-7,26 5.413109988938947e-7,27 0.0000016239329966816841,28 5.413109988938947e-7,29 0.0000010826219977877894,30 5.413109988938947e-7,31 5.413109988938947e-7,32 5.413109988938947e-7,33 0.0000010826219977877894,34 0.0000010826219977877894,35 5.413109988938947e-7,36 5.413109988938947e-7,37 0.0000016239329966816841,38 0.0000032478659933633683,39 5.413109988938947e-7,40 1}
{ 0 9.201712950444468e-7,1 0.0000027605138851333403,2 0.0000036806851801777873,3 0.00002024376849097783,4 0.0000018403425900888937,5 0.0000027605138851333403,6 0.0000027605138851333403,7 0.0000027605138851333403,8 0.000016563083310800042,9 0.000011042055540533361,10 0.000005521027770266681,11 9.201712950444468e-7,12 0.0000018403425900888937,13 0.0000018403425900888937,14 9.201712950444468e-7,15 9.201712950444468e-7,16 0.0000027605138851333403,17 9.201712950444468e-7,18 9.201712950444468e-7,19 0.0000027605138851333403,20 9.201712950444468e-7,21 9.201712950444468e-7,22 9.201712950444468e-7,23 0.0000036806851801777873,24 0.0000018403425900888937,25 9.201712950444468e-7,26 9.201712950444468e-7,27 0.0000027605138851333403,28 9.201712950444468e-7,29 0.0000027605138851333403,30 9.201712950444468e-7,31 0.0000046008564752222335,32 9.201712950444468e-7,33 0.0000018403425900888937,34 9.201712950444468e-7,35 9.201712950444468e-7,36 9.201712950444468e-7,37 0.00001748325460584449,38 0.000011962226835577807,39 9.201712950444468e-7,40 0}
{ 0 2.9108404267927313e-7,1 8.732521280378193e-7,2 0.0000011643361707170925,3 0.00000640384893894401,4 5.821680853585463e-7,5 8.732521280378193e-7,6 8.732521280378193e-7,7 8.732521280378193e-7,8 0.000005821680853585463,9 0.0000037840925548305507,10 0.0000017465042560756387,11 2.9108404267927313e-7,12 5.821680853585463e-7,13 5.821680853585463e-7,14 2.9108404267927313e-7,15 2.9108404267927313e-7,16 0.0000026197563841134584,17 2.9108404267927313e-7,18 5.821680853585463e-7,19 5.821680853585463e-7,20 5.821680853585463e-7,21 2.9108404267927313e-7,22 8.732521280378193e-7,23 0.000003201924469472005,24 0.0000026197563841134584,25 2.9108404267927313e-7,26 2.9108404267927313e-7,27 8.732521280378193e-7,28 2.9108404267927313e-7,29 0.0000011643361707170925,30 2.9108404267927313e-7,31 2.9108404267927313e-7,32 2.9108404267927313e-7,33 2.9108404267927313e-7,34 8.732521280378193e-7,35 5.821680853585463e-7,36 2.9108404267927313e-7,37 0.0000014554202133963657,38 0.000003201924469472005,39 2.9108404267927313e-7,40 0}
{ 0 5.012833802581821e-7,1 0.0000015038501407745463,2 0.0000020051335210327285,3 0.00001203080112619637,4 0.0000010025667605163643,5 0.0000015038501407745463,6 0.0000015038501407745463,7 0.0000015038501407745463,8 0.000009524384224905461,9 0.000006516683943356368,10 0.0000030077002815490926,11 5.012833802581821e-7,12 0.0000010025667605163643,13 0.0000010025667605163643,14 5.012833802581821e-7,15 5.012833802581821e-7,16 0.0000030077002815490926,17 5.012833802581821e-7,18 5.012833802581821e-7,19 0.0000010025667605163643,20 5.012833802581821e-7,21 5.012833802581821e-7,22 5.012833802581821e-7,23 0.000003508983661807275,24 0.0000015038501407745463,25 5.012833802581821e-7,26 5.012833802581821e-7,27 0.0000015038501407745463,28 5.012833802581821e-7,29 0.0000010025667605163643,30 5.012833802581821e-7,31 0.0000010025667605163643,32 0.0000010025667605163643,33 0.0000020051335210327285,34 0.0000010025667605163643,35 0.0000025064169012909106,36 5.012833802581821e-7,37 0.0000020051335210327285,38 0.0000010025667605163643,39 5.012833802581821e-7,40 0}
{ 0 4.989773037532566e-7,1 0.0000014969319112597698,2 0.0000019959092150130264,3 0.000011476477986324903,4 9.979546075065132e-7,5 0.0000014969319112597698,6 0.0000014969319112597698,7 0.0000014969319112597698,8 0.000008981591467558618,9 0.000005987727645039079,10 0.0000029938638225195396,11 4.989773037532566e-7,12 9.979546075065132e-7,13 9.979546075065132e-7,14 4.989773037532566e-7,15 4.989773037532566e-7,16 0.000004490795733779309,17 9.979546075065132e-7,18 4.989773037532566e-7,19 9.979546075065132e-7,20 4.989773037532566e-7,21 4.989773037532566e-7,22 4.989773037532566e-7,23 0.000004490795733779309,24 0.0000029938638225195396,25 4.989773037532566e-7,26 4.989773037532566e-7,27 0.0000014969319112597698,28 4.989773037532566e-7,29 9.979546075065132e-7,30 4.989773037532566e-7,31 0.000005488750341285823,32 9.979546075065132e-7,33 0.0000014969319112597698,34 0.0000019959092150130264,35 0.000004490795733779309,36 4.989773037532566e-7,37 0.0000014969319112597698,38 0.000003991818430026053,39 4.989773037532566e-7,40 1}
