@relation recipes
@attribute "ausbauf" numeric
@attribute "kostenlo" numeric
@attribute "magazin" numeric
@attribute "rezepte" numeric
@attribute "sammlung" numeric
@attribute "foren" numeric
@attribute "gruppen" numeric
@attribute "user" numeric
@attribute "chefkoch" numeric
@attribute "de" numeric
@attribute "aktuell" numeric
@attribute "artikel" numeric
@attribute "print" numeric
@attribute "abo" numeric
@attribute "partnerm" numeric
@attribute "aeg" numeric
@attribute "perfekt" numeric
@attribute "form" numeric
@attribute "funktion" numeric
@attribute "philadel" numeric
@attribute "ideen" numeric
@attribute "wmf" numeric
@attribute "leben" numeric
@attribute "schmeckt" numeric
@attribute "sch" numeric
@attribute "rubrik" numeric
@attribute "saisonal" numeric
@attribute "backen" numeric
@attribute "chenger" numeric
@attribute "te" numeric
@attribute "zubeh" numeric
@attribute "reis" numeric
@attribute "pasta" numeric
@attribute "co" numeric
@attribute "fleisch" numeric
@attribute "fisch" numeric
@attribute "obst" numeric
@attribute "gem" numeric
@attribute "se" numeric
@attribute "regional" numeric
@attribute italian {1,0}
@data
{ 0 5.236702059305451e-7,1 0.0000015710106177916352,2 0.0000020946808237221803,3 0.000012044414736402538,4 0.0000010473404118610902,5 0.0000015710106177916352,6 0.0000015710106177916352,7 0.0000015710106177916352,8 0.000009949733912680358,9 0.000007331382883027632,10 0.0000031420212355832705,11 5.236702059305451e-7,12 0.0000010473404118610902,13 0.0000010473404118610902,14 5.236702059305451e-7,15 5.236702059305451e-7,16 0.000003665691441513816,17 5.236702059305451e-7,18 0.0000010473404118610902,19 0.0000010473404118610902,20 5.236702059305451e-7,21 5.236702059305451e-7,22 5.236702059305451e-7,23 0.000004189361647444361,24 0.000006284042471166541,25 5.236702059305451e-7,26 5.236702059305451e-7,27 0.000007331382883027632,28 5.236702059305451e-7,29 0.0000010473404118610902,30 5.236702059305451e-7,31 5.236702059305451e-7,32 5.236702059305451e-7,33 0.0000010473404118610902,34 5.236702059305451e-7,35 5.236702059305451e-7,36 5.236702059305451e-7,37 5.236702059305451e-7,38 0.0000020946808237221803,39 5.236702059305451e-7,40 1}
{ 0 5.199050516638187e-7,1 0.0000015597151549914559,2 0.0000020796202066552746,3 0.00001195781618826783,4 0.0000010398101033276373,5 0.0000015597151549914559,6 0.0000015597151549914559,7 0.0000015597151549914559,8 0.000009358290929948734,9 0.000006758765671629642,10 0.0000031194303099829117,11 5.199050516638187e-7,12 0.0000010398101033276373,13 0.0000010398101033276373,14 5.199050516638187e-7,15 5.199050516638187e-7,16 0.000002599525258319093,17 5.199050516638187e-7,18 0.0000010398101033276373,19 0.0000015597151549914559,20 5.199050516638187e-7,21 5.199050516638187e-7,22 5.199050516638187e-7,23 0.000004679145464974367,24 0.0000020796202066552746,25 5.199050516638187e-7,26 5.199050516638187e-7,27 0.0000015597151549914559,28 5.199050516638187e-7,29 0.0000015597151549914559,30 5.199050516638187e-7,31 5.199050516638187e-7,32 5.199050516638187e-7,33 5.199050516638187e-7,34 0.0000010398101033276373,35 5.199050516638187e-7,36 5.199050516638187e-7,37 0.0000020796202066552746,38 0.000005199050516638186,39 0.0000010398101033276373,40 1}
{ 0 5.413109988938947e-7,1 0.0000016239329966816841,2 0.000002165243995575579,3 0.000014074085971241263,4 0.0000010826219977877894,5 0.0000016239329966816841,6 0.0000016239329966816841,7 0.0000016239329966816841,8 0.000009743597980090105,9 0.000007037042985620631,10 0.0000032478659933633683,11 5.413109988938947e-7,12 0.0000010826219977877894,13 0.0000010826219977877894,14 5.413109988938947e-7,15 5.413109988938947e-7,16 0.000004330487991151158,17 5.413109988938947e-7,18 5.413109988938947e-7,19 0.0000010826219977877894,20 5.413109988938947e-7,21 5.413109988938947e-7,22 5.413109988938947e-7,23 0.0000048717989900450524,24 0.0000016239329966816841,25 5.413109988938947e-7,26 5.413109988938947e-7,27 0.0000016239329966816841,28 5.413109988938947e-7,29 0.0000016239329966816841,30 5.413109988938947e-7,31 5.413109988938947e-7,32 0.0000016239329966816841,33 5.413109988938947e-7,34 5.413109988938947e-7,35 5.413109988938947e-7,36 5.413109988938947e-7,37 0.000002165243995575579,38 0.000002165243995575579,39 5.413109988938947e-7,40 1}
{ 0 4.770321776948396e-7,1 0.0000014310965330845188,2 0.0000019081287107793586,3 0.000010971740086981312,4 9.540643553896793e-7,5 0.0000014310965330845188,6 0.0000014310965330845188,7 0.0000014310965330845188,8 0.000008586579198507114,9 0.000005724386132338075,10 0.0000028621930661690376,11 9.540643553896793e-7,12 9.540643553896793e-7,13 9.540643553896793e-7,14 4.770321776948396e-7,15 4.770321776948396e-7,16 0.0000014310965330845188,17 4.770321776948396e-7,18 9.540643553896793e-7,19 9.540643553896793e-7,20 4.770321776948396e-7,21 4.770321776948396e-7,22 4.770321776948396e-7,23 0.0000028621930661690376,24 0.0000028621930661690376,25 4.770321776948396e-7,26 4.770321776948396e-7,27 0.0000014310965330845188,28 4.770321776948396e-7,29 9.540643553896793e-7,30 4.770321776948396e-7,31 4.770321776948396e-7,32 4.770321776948396e-7,33 0.0000014310965330845188,34 0.0000033392252438638774,35 9.540643553896793e-7,36 4.770321776948396e-7,37 0.0000014310965330845188,38 0.0000019081287107793586,39 4.770321776948396e-7,40 0}
{ 0 5.443673345212755e-7,1 0.0000016331020035638267,2 0.000002177469338085102,3 0.000013064816028510613,4 0.0000016331020035638267,5 0.0000016331020035638267,6 0.0000016331020035638267,7 0.0000016331020035638267,8 0.000009798612021382961,9 0.000007076775348776582,10 0.0000032662040071276534,11 5.443673345212755e-7,12 0.000001088734669042551,13 0.000001088734669042551,14 5.443673345212755e-7,15 5.443673345212755e-7,16 0.000002721836672606378,17 0.000001088734669042551,18 0.000001088734669042551,19 0.000001088734669042551,20 5.443673345212755e-7,21 5.443673345212755e-7,22 5.443673345212755e-7,23 0.000002721836672606378,24 0.0000032662040071276534,25 5.443673345212755e-7,26 5.443673345212755e-7,27 0.0000016331020035638267,28 5.443673345212755e-7,29 0.000001088734669042551,30 5.443673345212755e-7,31 5.443673345212755e-7,32 0.000004899306010691481,33 0.000001088734669042551,34 5.443673345212755e-7,35 5.443673345212755e-7,36 5.443673345212755e-7,37 0.000002177469338085102,38 0.000004899306010691481,39 5.443673345212755e-7,40 1}
{ 0 3.5975187861812326e-7,1 0.0000010792556358543696,2 0.000001439007514472493,3 0.000008634045086834957,4 7.195037572362465e-7,5 0.0000010792556358543696,6 0.0000010792556358543696,7 0.0000010792556358543696,8 0.0000064755338151262185,9 0.0000043170225434174785,10 0.0000021585112717087392,11 3.5975187861812326e-7,12 7.195037572362465e-7,13 7.195037572362465e-7,14 3.5975187861812326e-7,15 7.195037572362465e-7,16 0.0000021585112717087392,17 7.195037572362465e-7,18 7.195037572362465e-7,19 7.195037572362465e-7,20 3.5975187861812326e-7,21 3.5975187861812326e-7,22 3.5975187861812326e-7,23 0.000003957270664799356,24 0.000003957270664799356,25 3.5975187861812326e-7,26 3.5975187861812326e-7,27 0.000005396278179271849,28 3.5975187861812326e-7,29 7.195037572362465e-7,30 3.5975187861812326e-7,31 3.5975187861812326e-7,32 3.5975187861812326e-7,33 3.5975187861812326e-7,34 3.5975187861812326e-7,35 3.5975187861812326e-7,36 0.0000010792556358543696,37 3.5975187861812326e-7,38 3.5975187861812326e-7,39 3.5975187861812326e-7,40 0}
{ 0 0.000001190290166292062,1 0.0000035708704988761865,2 0.000004761160665168248,3 0.000026186383658425365,4 0.000002380580332584124,5 0.0000035708704988761865,6 0.0000035708704988761865,7 0.0000035708704988761865,8 0.000021425222993257115,9 0.000014283481995504746,10 0.000007141740997752373,11 0.000001190290166292062,12 0.000002380580332584124,13 0.000002380580332584124,14 0.000001190290166292062,15 0.000001190290166292062,16 0.0000035708704988761865,17 0.000001190290166292062,18 0.000001190290166292062,19 0.000002380580332584124,20 0.000002380580332584124,21 0.000001190290166292062,22 0.000001190290166292062,23 0.0000035708704988761865,24 0.000002380580332584124,25 0.000001190290166292062,26 0.000001190290166292062,27 0.0000035708704988761865,28 0.000001190290166292062,29 0.000002380580332584124,30 0.000001190290166292062,31 0.000001190290166292062,32 0.000001190290166292062,33 0.000002380580332584124,34 0.000007141740997752373,35 0.000001190290166292062,36 0.000001190290166292062,37 0.000001190290166292062,38 0.0000035708704988761865,39 0.000001190290166292062,40 0}
{ 0 9.360534317442429e-7,1 0.0000028081602952327292,2 0.0000037442137269769717,3 0.00002152922893011759,4 0.0000018721068634884859,5 0.0000028081602952327292,6 0.0000028081602952327292,7 0.0000028081602952327292,8 0.000016848961771396372,9 0.000011232641180930917,10 0.0000056163205904654584,11 9.360534317442429e-7,12 0.0000018721068634884859,13 0.0000018721068634884859,14 9.360534317442429e-7,15 9.360534317442429e-7,16 0.0000037442137269769717,17 9.360534317442429e-7,18 9.360534317442429e-7,19 0.0000018721068634884859,20 9.360534317442429e-7,21 9.360534317442429e-7,22 9.360534317442429e-7,23 0.0000028081602952327292,24 0.0000018721068634884859,25 9.360534317442429e-7,26 9.360534317442429e-7,27 0.0000028081602952327292,28 9.360534317442429e-7,29 0.0000018721068634884859,30 9.360534317442429e-7,31 9.360534317442429e-7,32 9.360534317442429e-7,33 0.0000028081602952327292,34 0.0000028081602952327292,35 9.360534317442429e-7,36 9.360534317442429e-7,37 0.0000037442137269769717,38 0.000010296587749186674,39 9.360534317442429e-7,40 0}
{ 0 5.290984946505569e-7,1 0.0000015872954839516708,2 0.0000021163939786022274,3 0.000014814757850215594,4 0.0000010581969893011137,5 0.0000015872954839516708,6 0.0000015872954839516708,7 0.0000015872954839516708,8 0.000009523772903710023,9 0.000006349181935806683,10 0.0000031745909679033416,11 5.290984946505569e-7,12 0.0000010581969893011137,13 0.0000010581969893011137,14 5.290984946505569e-7,15 5.290984946505569e-7,16 0.0000021163939786022274,17 0.0000010581969893011137,18 5.290984946505569e-7,19 0.0000010581969893011137,20 0.0000010581969893011137,21 5.290984946505569e-7,22 5.290984946505569e-7,23 0.00000687828043045724,24 0.0000021163939786022274,25 5.290984946505569e-7,26 5.290984946505569e-7,27 0.0000015872954839516708,28 5.290984946505569e-7,29 0.0000010581969893011137,30 5.290984946505569e-7,31 5.290984946505569e-7,32 0.0000015872954839516708,33 5.290984946505569e-7,34 5.290984946505569e-7,35 5.290984946505569e-7,36 5.290984946505569e-7,37 0.0000021163939786022274,38 0.00000687828043045724,39 5.290984946505569e-7,40 1}
{ 0 2.2591031794504382e-7,1 6.777309538351314e-7,2 9.036412717801753e-7,3 0.000005873668266571139,4 4.5182063589008764e-7,5 6.777309538351314e-7,6 6.777309538351314e-7,7 9.036412717801753e-7,8 0.000004066385723010788,9 0.0000027109238153405257,10 0.0000013554619076702629,11 2.2591031794504382e-7,12 4.5182063589008764e-7,13 4.5182063589008764e-7,14 2.2591031794504382e-7,15 2.2591031794504382e-7,16 0.0000018072825435603506,17 9.036412717801753e-7,18 6.777309538351314e-7,19 4.5182063589008764e-7,20 2.2591031794504382e-7,21 2.2591031794504382e-7,22 4.5182063589008764e-7,23 0.0000015813722256153067,24 0.000004066385723010788,25 2.2591031794504382e-7,26 2.2591031794504382e-7,27 0.0000067773095383513145,28 2.2591031794504382e-7,29 4.5182063589008764e-7,30 2.2591031794504382e-7,31 2.2591031794504382e-7,32 2.2591031794504382e-7,33 2.2591031794504382e-7,34 2.2591031794504382e-7,35 2.2591031794504382e-7,36 2.2591031794504382e-7,37 2.2591031794504382e-7,38 2.2591031794504382e-7,39 2.2591031794504382e-7,40 0}
{ 0 0.0000012068449669359016,1 0.000003620534900807705,2 0.0000048273798677436065,3 0.000026550589272589835,4 0.0000024136899338718032,5 0.000003620534900807705,6 0.000003620534900807705,7 0.000003620534900807705,8 0.000021723209404846228,9 0.000016895829537102624,10 0.00000724106980161541,11 0.0000012068449669359016,12 0.0000024136899338718032,13 0.0000024136899338718032,14 0.0000012068449669359016,15 0.0000012068449669359016,16 0.000003620534900807705,17 0.0000012068449669359016,18 0.0000012068449669359016,19 0.0000024136899338718032,20 0.0000012068449669359016,21 0.0000012068449669359016,22 0.0000012068449669359016,23 0.000003620534900807705,24 0.0000024136899338718032,25 0.0000012068449669359016,26 0.0000012068449669359016,27 0.000003620534900807705,28 0.0000012068449669359016,29 0.0000024136899338718032,30 0.0000012068449669359016,31 0.0000012068449669359016,32 0.0000012068449669359016,33 0.000003620534900807705,34 0.0000024136899338718032,35 0.0000024136899338718032,36 0.0000012068449669359016,37 0.0000024136899338718032,38 0.000003620534900807705,39 0.0000012068449669359016,40 0}
{ 0 4.600856475222234e-7,1 0.0000013802569425666701,2 0.0000018403425900888937,3 0.000013342483778144478,4 9.201712950444468e-7,5 0.0000013802569425666701,6 0.0000013802569425666701,7 0.0000013802569425666701,8 0.000008281541655400021,9 0.000005521027770266681,10 0.0000027605138851333403,11 4.600856475222234e-7,12 9.201712950444468e-7,13 9.201712950444468e-7,14 4.600856475222234e-7,15 4.600856475222234e-7,16 0.0000036806851801777873,17 9.201712950444468e-7,18 9.201712950444468e-7,19 9.201712950444468e-7,20 4.600856475222234e-7,21 4.600856475222234e-7,22 4.600856475222234e-7,23 0.000005521027770266681,24 0.0000032205995326555634,25 4.600856475222234e-7,26 4.600856475222234e-7,27 0.00000690128471283335,28 4.600856475222234e-7,29 9.201712950444468e-7,30 4.600856475222234e-7,31 4.600856475222234e-7,32 9.201712950444468e-7,33 4.600856475222234e-7,34 4.600856475222234e-7,35 4.600856475222234e-7,36 9.201712950444468e-7,37 4.600856475222234e-7,38 4.600856475222234e-7,39 4.600856475222234e-7,40 0}
{ 0 9.019974337078101e-7,1 0.0000027059923011234304,2 0.0000036079897348312403,3 0.00002074594097527963,4 0.0000018039948674156201,5 0.0000027059923011234304,6 0.0000027059923011234304,7 0.0000027059923011234304,8 0.000016235953806740583,9 0.000010823969204493722,10 0.000005411984602246861,11 9.019974337078101e-7,12 0.0000018039948674156201,13 0.0000018039948674156201,14 9.019974337078101e-7,15 9.019974337078101e-7,16 0.0000027059923011234304,17 0.0000018039948674156201,18 9.019974337078101e-7,19 0.0000018039948674156201,20 9.019974337078101e-7,21 9.019974337078101e-7,22 9.019974337078101e-7,23 0.000005411984602246861,24 0.00000450998716853905,25 9.019974337078101e-7,26 9.019974337078101e-7,27 0.000005411984602246861,28 9.019974337078101e-7,29 0.0000018039948674156201,30 9.019974337078101e-7,31 0.0000036079897348312403,32 9.019974337078101e-7,33 0.0000018039948674156201,34 0.0000018039948674156201,35 0.000008117976903370291,36 9.019974337078101e-7,37 0.0000027059923011234304,38 0.0000036079897348312403,39 9.019974337078101e-7,40 0}
{ 0 4.6057406116078196e-7,1 0.000001381722183482346,2 0.0000018422962446431278,3 0.000011053777467858768,4 9.211481223215639e-7,5 0.000001381722183482346,6 0.000001381722183482346,7 0.000001381722183482346,8 0.000008290333100894075,9 0.000005987462795090166,10 0.000002763444366964692,11 4.6057406116078196e-7,12 9.211481223215639e-7,13 9.211481223215639e-7,14 4.6057406116078196e-7,15 4.6057406116078196e-7,16 0.000003224018428125474,17 4.6057406116078196e-7,18 0.000001381722183482346,19 9.211481223215639e-7,20 4.6057406116078196e-7,21 4.6057406116078196e-7,22 4.6057406116078196e-7,23 0.000003224018428125474,24 0.00000230287030580391,25 4.6057406116078196e-7,26 4.6057406116078196e-7,27 0.000001381722183482346,28 4.6057406116078196e-7,29 0.0000018422962446431278,30 4.6057406116078196e-7,31 9.211481223215639e-7,32 0.0000018422962446431278,33 0.000001381722183482346,34 9.211481223215639e-7,35 0.0000018422962446431278,36 4.6057406116078196e-7,37 0.0000018422962446431278,38 0.000003224018428125474,39 4.6057406116078196e-7,40 1}
{ 0 7.754437276379921e-7,1 0.000002326331182913977,2 0.0000031017749105519685,3 0.000017835205735673822,4 0.0000015508874552759843,5 0.000002326331182913977,6 0.000002326331182913977,7 0.000002326331182913977,8 0.000014733430825121852,9 0.000010080768459293898,10 0.000004652662365827954,11 7.754437276379921e-7,12 0.0000015508874552759843,13 0.0000015508874552759843,14 7.754437276379921e-7,15 7.754437276379921e-7,16 0.000002326331182913977,17 7.754437276379921e-7,18 7.754437276379921e-7,19 0.0000015508874552759843,20 7.754437276379921e-7,21 7.754437276379921e-7,22 7.754437276379921e-7,23 0.000004652662365827954,24 0.000002326331182913977,25 7.754437276379921e-7,26 7.754437276379921e-7,27 0.000002326331182913977,28 7.754437276379921e-7,29 0.0000015508874552759843,30 7.754437276379921e-7,31 7.754437276379921e-7,32 7.754437276379921e-7,33 0.0000015508874552759843,34 0.0000015508874552759843,35 0.0000015508874552759843,36 7.754437276379921e-7,37 0.000003877218638189961,38 0.000004652662365827954,39 7.754437276379921e-7,40 0}
{ 0 4.493638173106749e-7,1 0.0000013480914519320247,2 0.0000017974552692426995,3 0.000010335367798145523,4 8.987276346213497e-7,5 0.0000013480914519320247,6 0.0000013480914519320247,7 0.0000013480914519320247,8 0.000008537912528902823,9 0.000005392365807728099,10 0.0000031455467211747244,11 4.493638173106749e-7,12 8.987276346213497e-7,13 8.987276346213497e-7,14 4.493638173106749e-7,15 4.493638173106749e-7,16 0.0000031455467211747244,17 8.987276346213497e-7,18 4.493638173106749e-7,19 8.987276346213497e-7,20 4.493638173106749e-7,21 4.493638173106749e-7,22 4.493638173106749e-7,23 0.0000013480914519320247,24 0.000002246819086553375,25 4.493638173106749e-7,26 4.493638173106749e-7,27 0.0000017974552692426995,28 4.493638173106749e-7,29 0.0000017974552692426995,30 4.493638173106749e-7,31 0.0000013480914519320247,32 4.493638173106749e-7,33 0.0000013480914519320247,34 0.000007639184894281473,35 0.0000013480914519320247,36 4.493638173106749e-7,37 0.0000031455467211747244,38 0.0000013480914519320247,39 4.493638173106749e-7,40 1}
{ 0 0.0000010581969893011137,1 0.0000031745909679033416,2 0.000004232787957204455,3 0.000024338530753925618,4 0.0000021163939786022274,5 0.0000031745909679033416,6 0.0000031745909679033416,7 0.0000031745909679033416,8 0.000019047545807420045,9 0.000012698363871613366,10 0.000006349181935806683,11 0.0000010581969893011137,12 0.0000021163939786022274,13 0.0000021163939786022274,14 0.0000010581969893011137,15 0.0000010581969893011137,16 0.000005290984946505569,17 0.0000010581969893011137,18 0.0000010581969893011137,19 0.0000021163939786022274,20 0.0000010581969893011137,21 0.0000010581969893011137,22 0.0000010581969893011137,23 0.0000031745909679033416,24 0.0000031745909679033416,25 0.0000010581969893011137,26 0.0000010581969893011137,27 0.0000031745909679033416,28 0.0000010581969893011137,29 0.0000021163939786022274,30 0.0000010581969893011137,31 0.0000010581969893011137,32 0.000004232787957204455,33 0.0000010581969893011137,34 0.0000010581969893011137,35 0.000004232787957204455,36 0.0000010581969893011137,37 0.000004232787957204455,38 0.000007407378925107797,39 0.0000010581969893011137,40 1}
{ 0 3.892873625961926e-7,1 0.0000011678620877885778,2 0.0000015571494503847703,3 0.000010121471427501007,4 7.785747251923852e-7,5 0.0000011678620877885778,6 0.0000011678620877885778,7 0.0000011678620877885778,8 0.000007396459889327659,9 0.000004671448351154311,10 0.0000023357241755771556,11 3.892873625961926e-7,12 7.785747251923852e-7,13 7.785747251923852e-7,14 3.892873625961926e-7,15 3.892873625961926e-7,16 0.000003503586263365733,17 3.892873625961926e-7,18 3.892873625961926e-7,19 7.785747251923852e-7,20 3.892873625961926e-7,21 3.892873625961926e-7,22 3.892873625961926e-7,23 0.000004671448351154311,24 0.000002725011538173348,25 7.785747251923852e-7,26 3.892873625961926e-7,27 0.0000011678620877885778,28 3.892873625961926e-7,29 0.0000019464368129809627,30 3.892873625961926e-7,31 3.892873625961926e-7,32 7.785747251923852e-7,33 7.785747251923852e-7,34 0.0000019464368129809627,35 7.785747251923852e-7,36 3.892873625961926e-7,37 0.0000023357241755771556,38 0.0000031142989007695407,39 3.892873625961926e-7,40 0}
{ 0 0.0000011196406854540816,1 0.0000033589220563622448,2 0.000004478562741816326,3 0.00002799101713635204,4 0.000002239281370908163,5 0.0000033589220563622448,6 0.0000033589220563622448,7 0.0000033589220563622448,8 0.00002015353233817347,9 0.000013435688225448979,10 0.0000067178441127244895,11 0.0000011196406854540816,12 0.000002239281370908163,13 0.000002239281370908163,14 0.0000011196406854540816,15 0.0000011196406854540816,16 0.000005598203427270408,17 0.0000011196406854540816,18 0.0000011196406854540816,19 0.000002239281370908163,20 0.0000011196406854540816,21 0.0000011196406854540816,22 0.0000011196406854540816,23 0.0000033589220563622448,24 0.0000033589220563622448,25 0.0000011196406854540816,26 0.0000011196406854540816,27 0.0000033589220563622448,28 0.0000011196406854540816,29 0.000002239281370908163,30 0.0000011196406854540816,31 0.000002239281370908163,32 0.000004478562741816326,33 0.0000011196406854540816,34 0.0000033589220563622448,35 0.0000011196406854540816,36 0.0000011196406854540816,37 0.000007837484798178572,38 0.0000067178441127244895,39 0.0000011196406854540816,40 1}
